,n_fam,nt_norm,steady
0,1,2.8603563839125035,3.52436667181227
1,3,3.645382893839773,2.834805262086569
2,8,4.483442319811072,2.199888968034579
3,18,5.223682831998915,1.7667675616271168
4,38,5.913201207013346,1.4864724192174548
