outer_resampling_id,train_mse
0,1.3311573076469602e-05
1,1.2469944332630366e-05
2,1.1006901563018889e-05
3,1.0693454301042153e-05
4,1.2201165818760792e-05
5,1.384718582887875e-05
6,1.3231895522510555e-05
7,1.3548933666585356e-05
8,1.3524557259927394e-05
9,1.3783099426854226e-05
10,1.3696130343259558e-05
11,1.2068797348339081e-05
12,1.2668971179320235e-05
13,1.368300616781898e-05
14,1.3837514784989259e-05
15,1.3373926924576346e-05
16,1.3786640343993048e-05
17,1.3777922755966798e-05
18,1.382701108132346e-05
19,1.383147752421026e-05
