exp_id,id_in_exp,yres,ypred,w
0,0,9.956977953449319e-08,0.014584453205475807,0.05
0,1,7.78739781128201e-06,0.021109409056977,0.05
0,2,4.27495854845703e-05,0.028761683283552997,0.05
0,3,2.4261330554723866e-05,0.03587442078992492,0.05
0,4,1.209322444928795e-05,0.04277753137286897,0.05
1,0,2.0190155982191775e-08,-0.0001420920686815129,0.05
1,1,0.0005382929143079116,0.0005988596334595773,0.05
1,2,0.0004566248842025114,0.007631217063142989,0.05
1,3,0.0007270939103849923,0.011535321059115273,0.05
1,4,0.0007720182064509123,0.014414784390778751,0.05
1,5,0.0006322626167139093,0.01655516719654097,0.05
1,6,0.0005224586327943239,0.01914264598002814,0.05
2,0,4.913912509419003e-05,0.0343099304628641,0.05
2,1,0.00017999715141467045,0.03461630170407145,0.05
2,2,0.0002509399276487965,0.03474108353771283,0.05
2,3,0.0004003783324955808,0.03480945607695474,0.05
3,0,7.751324143428495e-05,0.06749583953836115,0.05
3,1,1.1707376641404788e-05,0.07202160439580685,0.05
3,2,1.4713297327029635e-07,0.0751164208383263,0.05
3,3,3.324831546188173e-05,0.07746613522750566,0.05
