outer_resampling_id,train_mse
0,3.255349337505163e-06
1,3.975188922508567e-06
2,4.1781256178744725e-06
3,3.9833467316067024e-06
4,4.055365544149092e-06
5,4.205351679211026e-06
6,3.969653614324902e-06
7,4.167098462226746e-06
8,4.087980406195675e-06
9,3.903342001757723e-06
10,3.933332416892023e-06
11,3.915527140788921e-06
12,4.1212890052948594e-06
13,4.18884787165178e-06
14,4.160985612417516e-06
15,4.036766415881743e-06
16,3.1885868589325806e-06
17,4.191727677149682e-06
18,4.177148603517362e-06
19,3.4774009708131837e-06
