outer_resampling_id,train_mse
0,1.3492355263186593e-05
1,1.2635361502806126e-05
2,1.1157526099971203e-05
3,1.0840928750262718e-05
4,1.2360467521672684e-05
5,1.4043456482275518e-05
6,1.3426936675406037e-05
7,1.3743430788931198e-05
8,1.371800552173403e-05
9,1.3977793621742742e-05
10,1.3895354367242273e-05
11,1.2278810163953816e-05
12,1.2835217443008264e-05
13,1.3871272822632397e-05
14,1.4035240836905825e-05
15,1.3582916462469434e-05
16,1.3985347941787343e-05
17,1.3974361290039278e-05
18,1.4022731587914087e-05
19,1.402840593644825e-05
