outer_resampling_id,train_mse
0,2.4690374601693493e-06
1,3.0558992371962443e-06
2,3.2243341447827473e-06
3,3.0216336330593443e-06
4,3.0958124219171937e-06
5,3.256181548687337e-06
6,3.0348668320392434e-06
7,3.223488917872999e-06
8,3.1295958145925143e-06
9,2.9396515103698917e-06
10,2.9703442430901085e-06
11,2.952117025339264e-06
12,3.18050207781037e-06
13,3.1398243028235746e-06
14,3.1878033949761543e-06
15,3.164008061103974e-06
16,2.902549948321421e-06
17,3.21895387924032e-06
18,3.2519427524973517e-06
19,3.0730768482302923e-06
