,n_fam,nt_norm,steady
0,1,4.6151211769404465,9.215390312432243
1,3,4.6151215069407705,9.215389982431919
2,8,4.6151215069407705,9.215389982431919
3,18,4.6151215069407705,9.215389982431919
4,38,4.6151215069407705,9.215389982431919
