,n_fam,nt_norm,steady
0,1,0.9921006457324624,3.270579231308853
1,3,1.5614333015074444,2.7823721203462397
2,8,2.2894849826307255,2.232303594418315
3,18,2.995186959661292,1.8088340850719646
4,38,3.691500309197038,1.5125063778797572
