outer_resampling_id,train_mse
0,2.8456820251493955e-06
1,2.8135843325908342e-06
2,2.711333861510806e-06
3,2.7658186995330675e-06
4,2.8438187361212663e-06
5,2.8539134696276247e-06
6,2.170936451668238e-06
7,2.6805631871543165e-06
8,2.618473512925025e-06
9,2.7333968341457232e-06
10,2.844973041883364e-06
11,2.8463871209949904e-06
12,2.7327390850509384e-06
13,2.541287380275434e-06
14,2.537457956521265e-06
15,2.3970510244332346e-06
16,2.649411305812867e-06
17,2.809800830574658e-06
18,2.8478408493303394e-06
19,2.7571109703263224e-06
