,n_fam,nt_norm,steady
0,1,10.79889493509941,1.8074998722920192
1,3,13.971926376375123,1.6994221736122501
2,8,21.639134925121766,1.6945979813554697
3,18,36.96390589868205,1.694595720774907
4,38,67.61344332464199,1.6945957207744071
