outer_resampling_id,train_mse
0,1.2391571573986485e-05
1,1.1612538197161177e-05
2,1.022279269582312e-05
3,9.922203617209188e-06
4,1.1361227136441014e-05
5,1.2823254035753343e-05
6,1.221003059184036e-05
7,1.2528106498087195e-05
8,1.2505812551893057e-05
9,1.2762318967814766e-05
10,1.2669950473452775e-05
11,1.1042978013674655e-05
12,1.179859659706578e-05
13,1.271584514715203e-05
14,1.2793036382068264e-05
15,1.2224289891240677e-05
16,1.276433973494051e-05
17,1.275408004149331e-05
18,1.2802708511201826e-05
19,1.2807992526068435e-05
