outer_resampling_id,train_mse
0,7.722099567788954e-06
1,8.377943740287417e-06
2,8.484901599041907e-06
3,8.243072302678188e-06
4,8.327967019812828e-06
5,8.543100554743656e-06
6,8.373374872033962e-06
7,8.527223697382142e-06
8,8.36743554533195e-06
9,8.151020305511266e-06
10,8.185316614235555e-06
11,8.164928241727703e-06
12,8.495710394751189e-06
13,7.26132144500313e-06
14,7.498859341685171e-06
15,7.90263417490145e-06
16,5.695711166429461e-06
17,7.969603708641706e-06
18,8.407839225967299e-06
19,8.197897234111718e-06
