,subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time
0,-1,gamma,6575.87234529227,0.7815139948328368,True,1375,35509.364025425166
1,-1,c_alph,6575.87234529227,0.3130236729723883,True,1375,35509.364025425166
2,-1,a_alph,6575.87234529227,0.0010006630015534218,True,1375,35509.364025425166
3,-1,c_lam,6575.87234529227,0.7976239917539161,True,1375,35509.364025425166
4,-1,a_lam,6575.87234529227,0.002910293131397828,True,1375,35509.364025425166
5,-1,temp,6575.87234529227,0.024861152019252018,True,1375,35509.364025425166
6,-1,c_w0,6575.87234529227,-0.004124926379266001,True,1375,35509.364025425166
7,-1,a_w0,6575.87234529227,0.01909564608111891,True,1375,35509.364025425166
8,-1,lambda_N,6575.87234529227,0.0006632463494620495,True,1375,35509.364025425166
9,-1,beta_1,6575.87234529227,0.886960609452443,True,1375,35509.364025425166
10,-1,epsilon,6575.87234529227,0.00011607946815770342,True,1375,35509.364025425166
11,-1,k_leak,6575.87234529227,0.053253663037804336,True,1375,35509.364025425166
12,-1,w_mf,6575.87234529227,0.4032609573658784,True,1375,35509.364025425166
