outer_resampling_id,train_mse
0,1.3274268801993136e-05
1,1.2435308085447662e-05
2,1.097518958962227e-05
3,1.0662293545418176e-05
4,1.2167398598877909e-05
5,1.3805950104949149e-05
6,1.3190801326904065e-05
7,1.3507905624857036e-05
8,1.3483659091561335e-05
9,1.374205981600505e-05
10,1.3654632365852845e-05
11,1.2026572641204865e-05
12,1.2633929732853806e-05
13,1.3644135935081945e-05
14,1.379574892642509e-05
15,1.332822416082393e-05
16,1.3745401109180031e-05
17,1.3736688025477274e-05
18,1.3785776012068572e-05
19,1.3790240173659154e-05
