,subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time
0,-1,gamma,6593.984015153935,0.8771063639079955,True,765,21471.47776839137
1,-1,c_alph,6593.984015153935,0.38112155606200127,True,765,21471.47776839137
2,-1,a_alph,6593.984015153935,0.0010028856015179255,True,765,21471.47776839137
3,-1,c_lam,6593.984015153935,0.8571044180536063,True,765,21471.47776839137
4,-1,a_lam,6593.984015153935,0.04223734393495887,True,765,21471.47776839137
5,-1,temp,6593.984015153935,0.039375993152133595,True,765,21471.47776839137
6,-1,c_w0,6593.984015153935,-0.0038201758729121955,True,765,21471.47776839137
7,-1,a_w0,6593.984015153935,0.0011137706808461963,True,765,21471.47776839137
8,-1,lambda_N,6593.984015153935,0.03684104138715504,True,765,21471.47776839137
9,-1,beta_1,6593.984015153935,0.512127538962715,True,765,21471.47776839137
10,-1,epsilon,6593.984015153935,0.00033653432765777926,True,765,21471.47776839137
11,-1,k_leak,6593.984015153935,0.8629559887168075,True,765,21471.47776839137
12,-1,w_mf,6593.984015153935,0.3566898542913125,True,765,21471.47776839137
