,n_fam,nt_norm,steady
0,1,7.374356666352798,1.7193187303278308
1,3,9.713580635240877,1.5201444250721472
2,8,15.086490708590842,1.4973585108031688
3,18,25.786846103436783,1.497251434119198
4,38,47.18734274217405,1.4972514317058743
