exp_id,id_in_exp,yres,ypred,w
0,0,0.00014920460780027856,0.002685066197466375,0.05
0,1,0.00041466001164676425,0.0035367976082649453,0.05
0,2,0.0008884500941302835,0.005493120020198633,0.05
0,3,0.0009866376819421348,0.009389210739904442,0.05
0,4,0.0004892362612923676,0.01718131420512585,0.05
1,0,1.7155541996233232e-27,-4.1419249143644835e-14,0.05
1,1,0.00020878735213092698,0.009350524157225393,0.05
1,2,9.819514830160065e-05,0.019090653487661226,0.05
1,3,0.00010117990717201356,0.02844117764487246,0.05
1,4,1.614989362676582e-05,0.038181306975300824,0.05
1,5,3.401025435813697e-05,0.04753183113251207,0.05
1,6,0.00039789168712196267,0.06194722254154605,0.05
2,0,0.0003493160913703358,0.008610000230863146,0.05
2,1,3.6894562310865286e-05,0.015125910577636736,0.05
2,2,7.944632966732571e-06,0.02171862253001933,0.05
2,3,0.00018311468926286497,0.02833198763164026,0.05
3,0,1.5663465793907614e-05,0.07234229033481389,0.05
3,1,1.7971436466820258e-05,0.07283927310594873,0.05
3,2,5.020045161613616e-06,0.07325945427147455,0.05
3,3,3.837611603765428e-06,0.07365898228776205,0.05
