,n_fam,nt_norm,steady
0,1,14.57068092877993,1.3207739288931999
1,3,15.255387953087473,1.1926858938525502
2,8,16.030916018547323,1.137918924038143
3,18,16.747141353972808,1.1170375408245876
4,38,17.428438400529323,1.1077567852889452
