resampling_id,shift,coef
0,0.0667334103068863,0.003271185176234915
1,0.0668617248523842,0.003204470616067808
2,0.06707099183706827,0.003095666467742111
3,0.06717168779572287,0.0030433116348104246
4,0.06708866715212358,0.0030864765441433804
5,0.06691815531090302,0.0031751307372137987
6,0.06692566316880927,0.003171227177909066
7,0.06697414271099152,0.003146021217655405
8,0.06702735724831016,0.0031183533921727833
9,0.06706533594764819,0.003098607133381795
10,0.06708209045374416,0.0030898959658311946
11,0.0671060129182671,0.0030774579628552266
12,0.06682418564589487,0.003223988369415548
13,0.0666673277196167,0.003305543484774953
14,0.06661051670520846,0.003335081225988878
15,0.06650754354815595,0.0033886200423024764
16,0.06496322774889453,0.003182790916509214
17,0.06828702526092602,0.0031744452277101274
18,0.06641849403942524,0.0031743735451493903
19,0.06798438471623056,0.003178281566864562
