resampling_id,train_rss,train_mse,train_nmse
0,0.0002436150133379867,1.2821842807262458e-05,0.029598175706447905
1,0.00022817491772571957,1.2009206196090504e-05,0.02662603170041649
2,0.00020154772628944813,1.0607775067865691e-05,0.02302334856736824
3,0.0001957880906708812,1.030463635109901e-05,0.0223880632427939
4,0.00022308284854573063,1.1741202555038455e-05,0.02548373225605627
5,0.0002535178104175092,1.3343042653553115e-05,0.03475290195336097
6,0.00024236972880582223,1.2756301516095907e-05,0.02829178066653123
7,0.0002480672126958748,1.3056169089256567e-05,0.028559589636342125
8,0.000247595176486905,1.3031325078258157e-05,0.028275097422189345
9,0.00025244139942692,1.3286389443522105e-05,0.028907345737929382
10,0.0002514081241882137,1.3232006536221774e-05,0.02877284498605774
11,0.0002214865134877572,1.1657184920408274e-05,0.02535678054704921
12,0.00023173015060265148,1.2196323715929025e-05,0.02677952667325405
13,0.0002504158117785419,1.3179779567291678e-05,0.029509770455278028
14,0.0002534275700051667,1.3338293158166667e-05,0.030161304837186168
15,0.0002454112031376879,1.2916379112509889e-05,0.02983352480713365
16,0.0002524727958028496,1.3288041884360506e-05,0.03528166310750496
17,0.0002522611028914383,1.3276900152180963e-05,0.03265108354342914
18,0.0002531528950535584,1.3323836581766231e-05,0.03505808171812198
19,0.00025326248028707755,1.332960422563566e-05,0.03371673581783884
