outer_resampling_id,train_mse
0,1.3486349773651628e-05
1,1.2629173804502041e-05
2,1.1151759022986699e-05
3,1.0835164640939498e-05
4,1.2354185728348898e-05
5,1.4036144324753804e-05
6,1.3419556256360445e-05
7,1.3736023825402778e-05
8,1.3710549721380393e-05
9,1.3970409375499222e-05
10,1.3888284180841895e-05
11,1.2272846718758476e-05
12,1.2828872430431761e-05
13,1.3865153705382733e-05
14,1.4027687143760172e-05
15,1.3573387059761331e-05
16,1.3978502674071427e-05
17,1.3967163658644078e-05
18,1.4015320135900654e-05
19,1.4021189784936481e-05
