resampling_id,shift,coef
0,-20209.216350959916,3238.424131937035
1,-19731.235423790346,3161.830396238418
2,-19125.79324953478,3064.811717793796
3,-18833.6939549378,3018.0044606494607
4,-18913.357398918797,3030.7700762342793
5,-19353.98544325647,3101.378223857666
6,-19736.546320055742,3162.6814372774056
7,-19460.379714254963,3118.427303250034
8,-18955.844569041994,3037.578404546183
9,-18759.341407222204,3006.0898861036303
10,-18785.895888549203,3010.34509129857
11,-18769.963199753005,3007.7919681816056
12,-19550.66495063798,3132.895000892193
13,-19353.984405803585,3101.3780576117183
14,-19353.985443092144,3101.378223831334
15,-19353.98544319213,3101.378223847356
16,-20734.28951490574,3322.5626257558333
17,-19554.175764190684,3133.4582435575007
18,-19440.661073633804,3115.267786658408
19,-19503.267341994375,3125.300290649071
