resampling_id,shift,coef
0,-0.04872592921974622,0.04338663630726773
1,-0.046809762416134576,0.04270379936511752
2,-0.04322917083935582,0.04142783518560661
3,-0.04148426636385649,0.04080602854844519
4,-0.041960152542888374,0.04097561329581121
5,-0.04428852299162305,0.0418053413520588
6,-0.04687764305952977,0.04272798901858602
7,-0.04522790430555976,0.04214009522771963
8,-0.04221395850503762,0.04106605849440604
9,-0.04104010593009744,0.040647749450904956
10,-0.041198734656440694,0.04070427770002672
11,-0.041103557420634734,0.040670360750553664
12,-0.04576724196752419,0.04233229127202437
13,-0.04333122616437802,0.04146420318130349
14,-0.04401611492226834,0.041708267186728015
15,-0.04423867744069554,0.04178757860639856
16,-0.059781938902791015,0.044234879512780885
17,-0.04214617591207835,0.04188893496998629
18,-0.04285869074649633,0.04204374894351854
19,-0.04186173400238004,0.04230976272951326
