outer_resampling_id,train_mse
0,6.576673887192814e-06
1,7.010667032419364e-06
2,7.172546822644745e-06
3,6.960053187656064e-06
4,7.036974210284773e-06
5,7.210072063972826e-06
6,6.998819496225306e-06
7,7.180939570550681e-06
8,7.0721819446145e-06
9,6.875425313121565e-06
10,6.907072143691316e-06
11,6.888273723971366e-06
12,7.140210113090384e-06
13,6.508236174609516e-06
14,6.293213430384329e-06
15,6.591546676804343e-06
16,4.610222474746317e-06
17,6.913790644056437e-06
18,7.0443815814290364e-06
19,6.737813914182465e-06
