outer_resampling_id,train_mse
0,7.054272497910394e-06
1,7.598432174743977e-06
2,7.738813791779352e-06
3,7.513416497152331e-06
4,7.593844152355485e-06
5,7.784867916252018e-06
6,7.5924604568931914e-06
7,7.762135535725078e-06
8,7.630925832282018e-06
9,7.425524021373087e-06
10,7.458335865903927e-06
11,7.438838315800056e-06
12,7.725462534494148e-06
13,6.870965588165135e-06
14,6.787951161709472e-06
15,7.1490943879401735e-06
16,5.071663564704814e-06
17,7.396506277278929e-06
18,7.624080361028184e-06
19,7.366788261138856e-06
