0	0
1	1
2	2
3	4
4	8
5	4
6	9
7	19
8	38
9	19
10	39
11	79
12	39
13	78
14	39
15	79
16	39
17	79
18	39
19	19
20	38
21	77
22	38
23	76
24	38
25	77
26	38
27	76
28	38
29	19
30	39
31	19
32	9
33	18
34	37
35	74
36	37
37	75
38	37
39	74
40	37
41	18
42	36
43	72
44	36
45	73
46	36
47	72
48	36
49	18
50	36
51	73
52	36
53	72
54	36
55	18
56	9
57	4
58	2
59	5
60	10
61	21
62	43
63	87
64	43
65	21
66	42
67	21
68	42
69	21
70	42
71	85
72	42
73	84
74	42
75	85
76	42
77	84
78	42
79	21
80	10
81	5
82	11
83	23
84	46
85	93
86	46
87	23
88	47
89	95
90	47
91	94
92	47
93	23
94	11
95	5
96	10
97	21
98	42
99	21
100	43
101	21
102	42
103	85
104	42
105	84
106	42
107	21
108	10
109	20
110	40
111	80
112	40
113	81
114	40
115	80
116	40
117	20
118	41
119	82
120	41
121	83
122	41
123	20
124	40
125	81
126	40
127	20
128	10
129	5
130	11
131	22
132	45
133	90
134	45
135	91
136	45
137	90
138	45
139	22
140	44
141	88
142	44
143	89
144	44
145	88
146	44
147	89
148	44
149	88
150	44
151	89
152	44
153	22
154	45
155	90
156	45
157	91
158	45
159	22
160	45
161	91
162	45
163	22
164	11
165	23
166	47
167	95
168	47
169	23
170	46
171	93
172	46
173	92
174	46
175	23
176	11
177	5
178	10
179	21
180	43
181	87
182	43
183	21
184	42
185	85
186	42
187	84
188	42
189	21
190	43
191	86
192	43
193	21
194	10
195	20
196	41
197	82
198	41
199	20
200	40
201	80
202	40
203	80
204	40
205	81
206	40
207	80
208	40
209	20
210	41
211	82
212	41
213	83
214	41
215	20
216	10
217	5
218	2
219	4
220	8
221	17
222	34
223	69
224	34
225	17
226	35
227	71
228	35
229	71
230	35
231	70
232	35
233	71
234	35
235	17
236	35
237	71
238	35
239	17
240	34
241	69
242	34
243	68
244	34
245	68
246	34
247	17
248	8
249	16
250	32
251	64
252	32
253	64
254	32
255	16
256	33
257	66
258	33
259	67
260	33
261	16
262	32
263	64
264	32
265	65
266	32
267	65
268	32
269	16
270	33
271	66
272	33
273	67
274	33
275	67
276	33
277	16
278	8
279	4
280	9
281	18
282	36
283	18
284	37
285	74
286	37
287	18
288	37
289	74
290	37
291	75
292	37
293	18
294	9
295	4
296	8
297	17
298	35
299	71
300	35
301	17
302	34
303	17
304	34
305	69
306	34
307	17
308	35
309	70
310	35
311	17
312	8
313	16
314	32
315	65
316	32
317	16
318	8
319	17
320	8
321	4
322	9
323	19
324	38
325	77
326	38
327	19
328	39
329	79
330	39
331	78
332	39
333	78
334	39
335	19
336	38
337	76
338	38
339	19
340	9
341	4
342	8
343	16
344	32
345	65
346	32
347	64
348	32
349	16
350	33
351	66
352	33
353	67
354	33
355	67
356	33
357	16
358	8
359	4
360	2
361	1
362	3
363	7
364	15
365	31
366	63
367	127
368	63
369	126
370	63
371	31
372	62
373	124
374	62
375	124
376	62
377	31
378	15
379	30
380	60
381	121
382	60
383	30
384	15
385	7
386	14
387	29
388	58
389	117
