,n_fam,nt_norm,steady
0,1,9.9272992241772,1.3341900195938379
1,3,10.586963162679982,1.201828748581714
2,8,11.297654776422053,1.1448365375219591
3,18,11.888940668826791,1.1232272407703294
4,38,12.342133703137964,1.1139962028028292
