outer_resampling_id,train_mse
0,1.1971488315496231e-05
1,1.1240860536826507e-05
2,9.923239168821537e-06
3,9.643902221631849e-06
4,1.10525976365654e-05
5,1.2420595565058361e-05
6,1.1811880777385505e-05
7,1.2131873162810972e-05
8,1.2113149871685352e-05
9,1.2364864268120205e-05
10,1.2254608553671382e-05
11,1.057891691914759e-05
12,1.1468642264620278e-05
13,1.2316746800144779e-05
14,1.2393667391411896e-05
15,1.1852404769378411e-05
16,1.2339671504718214e-05
17,1.2353065435614328e-05
18,1.2404223729144169e-05
19,1.2397518549038391e-05
