exp_id,id_in_exp,yres,ypred,w
0,0,0.00015372630249775617,0.0025013588447057576,0.05
0,1,0.0004034912663983626,0.0038129079656023237,0.05
0,2,0.0008525549318288818,0.006101456683100064,0.05
0,3,0.0009432777561027479,0.010087172775813235,0.05
0,4,0.0004570030302507226,0.01792237079911052,0.05
1,0,1.462505065477227e-13,-3.8242712580009633e-07,0.05
1,1,0.00020739395368778833,0.009398821100764414,0.05
1,2,9.623708336100349e-05,0.019189949879791467,0.05
1,3,9.823573315479338e-05,0.028588605892469345,0.05
1,4,1.4601017356099996e-05,0.038378872240280366,0.05
1,5,3.693634578883701e-05,0.04777752793402359,0.05
1,6,0.0004107562393733297,0.062267122128544294,0.05
2,0,0.0003241723712913355,0.009295212545232991,0.05
2,1,3.4977454159984204e-05,0.015285825995121195,0.05
2,2,7.350936844857095e-06,0.02161126111705551,0.05
2,3,0.0001761632456957365,0.02807265028906196,0.05
3,0,2.0953164898756885e-05,0.07172253728592391,0.05
3,1,1.7480055307363126e-05,0.07278091560634307,0.05
3,2,3.982130982197683e-06,0.07350447225471614,0.05
3,3,5.7220221024365594e-06,0.07409207485301705,0.05
