n_fam,nt_norm,sample_id
1,0.9563972443905229,0
3,1.322255032274555,0
8,1.7133625280760414,0
18,1.9721143563085177,0
38,2.0213186720322245,0
1,0.831845302549997,1
3,1.2063795470198364,1
8,1.5751145084447395,1
18,1.8212779759223061,1
38,1.9769395490764547,1
1,0.920896140456946,2
3,1.5861518740249627,2
8,2.27592612076051,2
18,2.4208229525259934,2
38,2.488542983286121,2
1,0.9655417920924481,3
3,1.626691760779828,3
8,2.34385710008035,3
18,2.6310346857690874,3
38,2.7653768297742225,3
1,0.8427563700468297,4
3,1.1020539674227317,4
8,1.2348057670006864,4
18,1.2644814170112755,4
38,1.2662926772056629,4
1,1.1647999751416118,5
3,1.5663528047214803,5
8,1.8917086768306914,5
18,2.0170856476925367,5
38,2.0282041429871134,5
1,0.68514087092781,6
3,1.001125665380239,6
8,1.2696802526194633,6
18,1.4623299901363493,6
38,1.543334264355093,6
1,0.5326060546939932,7
3,0.8512428402987238,7
8,1.1318163154979308,7
18,1.1853067966601634,7
38,1.1728205172210777,7
1,0.5734685820393395,8
3,0.8728894613824172,8
8,1.1854019931771762,8
18,1.4327062376186415,8
38,1.6993029801595962,8
1,0.28373747864578247,9
3,0.4343605652375764,9
8,0.5426405030940371,9
18,0.5345417665173364,9
38,0.46815969615057007,9
1,1.1880527366309837,10
3,1.7992656173880546,10
8,2.7890425072877525,10
18,3.8276098527957325,10
38,4.224846543318716,10
1,0.5925703558598912,11
3,0.8830108210323466,11
8,1.3113267966747328,11
18,1.8786976371296829,11
38,2.5173244700819426,11
1,0.6392077952804671,12
3,1.019981128508203,12
8,1.7902072851653847,12
18,2.926044085248485,12
38,3.6969118990549994,12
1,0.48931308187300315,13
3,0.7680474210690873,13
8,1.173682010066554,13
18,1.6360346046897989,13
38,1.8475816308506243,13
1,0.5137374583115286,14
3,0.6372553042201268,14
8,0.64751585444265,14
18,0.5796351745875532,14
38,0.5469407830910467,14
1,0.29509292816972454,15
3,0.522615700141291,15
8,0.8324664477366526,15
18,1.2317939513812024,15
38,1.740734993931956,15
1,0.27701176944643224,16
3,0.35685719261911264,16
8,0.3671505980092584,16
18,0.34798453888874037,16
38,0.27291925528791405,16
1,0.6566267913701171,17
3,0.8496512152616804,17
8,0.9902993652444152,17
18,1.1262248173994653,17
38,1.3469057874400863,17
1,0.7204734898067358,18
3,0.8606288762543184,18
8,0.9399498809980826,18
18,0.9609302443335086,18
38,0.9622867788455114,18
1,0.6398430772576575,19
3,0.926330504166504,19
8,1.1142957658643633,19
18,1.1663626558699443,19
38,1.1770682237380317,19
1,0.504901346887463,20
3,0.8006884822220053,20
8,1.0446330508365438,20
18,1.094691344179793,20
38,0.9470118250697208,20
1,0.4687085723732789,21
3,0.6908511573833198,21
8,0.9172791968080682,21
18,1.0373394177407171,21
38,1.0417388716106528,21
1,0.2029890204288325,22
3,0.2899098884529321,22
8,0.29582927877976495,22
18,0.23686280891667266,22
38,0.17105164398178818,22
1,1.0006449162143316,23
3,1.4020810361298597,23
8,1.7098306062093387,23
18,1.873177620211287,23
38,1.956010197023539,23
1,0.5948736881404444,24
3,0.7530159326626285,24
8,0.7831152269817865,24
18,0.7871450196798631,24
38,0.8953456448973358,24
1,0.3806525548339472,25
3,0.5457527179802437,25
8,0.6547389452248806,25
18,0.6998482145114082,25
38,0.7118555805708848,25
1,0.9592990583313477,26
3,1.5811452336381,26
8,2.1294136357530427,26
18,2.3338362695715364,26
38,2.4327327373369463,26
1,0.8491072545382101,27
3,1.261901996306085,27
8,1.7125837203034637,27
18,1.8719458058574243,27
38,1.8696497724424819,27
1,0.5117511180435459,28
3,0.6458526025836044,28
8,0.6291123544905064,28
18,0.546869507533208,28
38,0.5243539379472606,28
1,0.8883328334155569,29
3,1.2281284366695788,29
8,1.3696805010506907,29
18,1.3630144444793182,29
38,1.3614164659003702,29
1,1.298574389401038,30
3,2.5783765180862117,30
8,5.205074943139521,30
18,8.067464255604929,30
38,8.30674195928314,30
1,0.5606315999000722,31
3,0.7158058763608826,31
8,0.7314577691671402,31
18,0.5334925174923619,31
38,0.2668938371304068,31
1,0.7931588849454281,32
3,1.0731652551707513,32
8,1.2612809961068556,32
18,1.324728496684999,32
38,1.4592100351067734,32
1,0.49832091502914144,33
3,0.8670786893101847,33
8,1.3808302700086414,33
18,1.6445759178866817,33
38,1.685574683994196,33
1,0.952229033409385,34
3,1.1766454620677294,34
8,1.1544997856725618,34
18,1.1020675510098534,34
38,1.0990566219519933,34
1,1.093814217081519,35
3,1.596083003467404,35
8,2.3371608388062644,35
18,2.691176076564936,35
38,2.6647298954369267,35
1,1.2035849339749958,36
3,1.7915921828428047,36
8,2.8490066878416442,36
18,4.147526296213518,36
38,6.041061118826238,36
1,1.0664035783043464,37
3,1.522579532523871,37
8,1.98132256102436,37
18,2.2019338317942583,37
38,2.261117062353607,37
1,0.9040704451150248,38
3,1.5489592013298,38
8,2.489490240583752,38
18,2.862133915121321,38
38,2.8842930579948938,38
1,0.14610033962475066,39
3,0.2564599827876086,39
8,0.25832995073519904,39
18,0.19597070185634768,39
38,0.14083181798925404,39
1,0.47222350120135204,40
3,0.7574836259335969,40
8,1.0901877034589453,40
18,1.1945264552699706,40
38,1.1852757086044612,40
1,0.35830615770929963,41
3,0.6115636416130572,41
8,0.8064572247959063,41
18,0.8418877545080103,41
38,0.8713620715609152,41
1,1.3754581691059735,42
3,1.9581092489925418,42
8,2.4850655075387698,42
18,2.599167848733522,42
38,2.500047837382799,42
1,0.9960375003681379,43
3,1.4568192088804033,43
8,1.9898252757999393,43
18,2.308240506725415,43
38,2.480619253299496,43
1,0.7060482335538811,44
3,0.9731545086461184,44
8,1.1982423606213184,44
18,1.275426346025679,44
38,1.2815246957974107,44
1,0.4476878423103243,45
3,0.60786598794094,45
8,0.6825972802860591,45
18,0.5862340753369855,45
38,0.40627363200703104,45
1,0.913953102974046,46
3,1.399989926003246,46
8,1.8517298577799077,46
18,2.0231507558506663,46
38,2.066410497643581,46
1,1.1522894643612565,47
3,1.8400066969371056,47
8,2.239626429058128,47
18,2.166463473034331,47
38,2.119437174644495,47
1,0.9456422776801339,48
3,1.3798018694995897,48
8,1.9025908072038078,48
18,2.1331029470755176,48
38,2.1760780886707582,48
1,0.39961965587415804,49
3,0.5431238659298345,49
8,0.6163586056751422,49
18,0.6116546944643169,49
38,0.6165826107369063,49
