exp_id,id_in_exp,yres,ypred,w
0,0,7.650537194688925e-07,0.015774673493064065,0.2
0,1,2.3710240802493511e-07,0.02341306837438411,0.2
0,2,1.3910126386724846e-05,0.031570371816558,0.2
0,3,1.659843065303012e-05,0.03672588283759167,0.2
0,4,5.3254207515325804e-08,0.03906923126833272,0.2
1,0,5.631212619519719e-10,-2.3730176188810142e-05,0.14285714285714285
1,1,5.752920238046424e-05,0.031384800747578295,0.14285714285714285
1,2,5.711240874417209e-05,0.036557275219559766,0.14285714285714285
1,3,1.5379033417616055e-06,0.03725987769080562,0.14285714285714285
1,4,2.1108735356847465e-05,0.03760557562290471,0.14285714285714285
1,5,1.520919760334059e-05,0.03780010287272336,0.14285714285714285
1,6,1.6190936926498725e-05,0.0379762036673685,0.14285714285714285
2,0,1.203937208142979e-05,0.03076977983183801,0.25
2,1,8.932718378566838e-07,0.02025486940698299,0.25
2,2,1.3357589363828268e-06,0.0200557503780587,0.25
2,3,1.7778389079082368e-08,0.014666664374306481,0.25
3,0,0.00011429066186133152,0.06560931892434671,0.25
3,1,1.2581704979535918e-05,0.07214706991466702,0.25
3,2,2.324024415713943e-07,0.07598208136405735,0.25
3,3,4.4375979235373033e-05,0.07836152979692901,0.25
