exp_id,id_in_exp,yres,ypred,w
0,0,8.753389478289735e-07,0.015835595504386898,0.05
0,1,1.572202004196425e-07,0.023503489974376887,0.05
0,2,1.3015520666388393e-05,0.03169229703739507,0.05
0,3,1.546283610717603e-05,0.036867718714642096,0.05
0,4,6.38126332638239e-09,0.03922011719004453,0.05
1,0,5.674792254896996e-10,-2.3821822463650836e-05,0.05
1,1,5.938257918268215e-05,0.03150600929033194,0.05
1,2,5.926628531865655e-05,0.03669845993161337,0.05
1,3,1.2017073574362526e-06,0.03740377586350407,0.05
1,4,1.97953015698895e-05,0.037750808885888415,0.05
1,5,1.4091859788264525e-05,0.037946087402687095,0.05
1,6,1.5032150210749225e-05,0.03812286830108272,0.05
2,0,1.2878144377303796e-05,0.03088861315514835,0.05
2,1,7.515260162010766e-07,0.020333093998059146,0.05
2,2,1.5207969610873761e-06,0.020133205968639212,0.05
2,3,5.881779620649771e-09,0.014723307238798895,0.05
3,0,0.00011490383284928537,0.06558067945953265,0.05
3,1,1.2557663238561184e-05,0.07214367933630586,0.05
3,2,2.435438824570276e-07,0.07599350165395571,0.05
3,3,4.465098896842329e-05,0.0783821395502057,0.05
