outer_resampling_id,train_mse
0,1.3075779119842289e-05
1,1.225521219923685e-05
2,1.0814984107735298e-05
3,1.0506020638645689e-05
4,1.1998065358754388e-05
5,1.3595477299998374e-05
6,1.2981882887852874e-05
7,1.329966127190738e-05
8,1.3276709939830313e-05
9,1.3533511633410506e-05
10,1.3440199973785239e-05
11,1.179737621022324e-05
12,1.2456579109025318e-05
13,1.3440806466785232e-05
14,1.358408961767933e-05
15,1.3110185070267076e-05
16,1.3530585844580461e-05
17,1.3526390094682618e-05
18,1.357622700929555e-05
19,1.3578359679609208e-05
