,n_fam,nt_norm,steady
0,1,4.174091268243785,1.6223230450854171
1,3,4.309903635516936,1.5367449145225185
2,8,4.325139143457873,1.5279899193029431
3,18,4.325210626348257,1.5279492486880513
4,38,4.325210627959346,1.5279492477714551
