outer_resampling_id,train_mse
0,7.842457836610104e-06
1,7.813432044530516e-06
2,7.629411477873236e-06
3,7.659333934832517e-06
4,7.833840314553814e-06
5,7.843728396718036e-06
6,6.8205984968496274e-06
7,7.095778307637953e-06
8,6.703676522894315e-06
9,6.894090053194928e-06
10,7.392395891898459e-06
11,7.771708513736444e-06
12,7.783397263947107e-06
13,7.32844850526577e-06
14,6.869960075934135e-06
15,5.9693940999050656e-06
16,7.735184749883562e-06
17,7.78783979241183e-06
18,7.830559208318589e-06
19,7.801370019003261e-06
