,n_fam,nt_norm,steady
0,1,2.265511077348263,4.055167454650518
1,3,3.0560649979386456,3.324915549181144
2,8,3.9711164941377306,2.560619090784581
3,18,4.888906660730132,1.944338999797223
4,38,5.956673521528634,1.4795922902088086
