outer_resampling_id,train_mse
0,4.407333311670209e-06
1,3.941214919323185e-06
2,3.471335513087268e-06
3,4.018539363606036e-06
4,4.776574447461523e-06
5,4.7920013760717275e-06
6,4.510760789480968e-06
7,4.72804943319356e-06
8,4.747803355018167e-06
9,4.731329074622858e-06
10,4.638828409508627e-06
11,4.5913630423042654e-06
12,4.6948927902210934e-06
13,4.76493448467699e-06
14,4.751805440052984e-06
15,4.780669132325e-06
16,4.255209357344599e-06
17,4.757114737092515e-06
18,4.784446771932867e-06
19,4.533443178848997e-06
