resampling_id,shift,coef
0,-1.0570648290752338,0.13456837236073924
1,-1.0588838800808653,0.13478498056901625
2,-1.050325031342863,0.1337658134954602
3,-1.0388157348660483,0.13239531421827513
4,-1.0437255632676115,0.13297996474743642
5,-1.056625859092674,0.13451610087350935
6,-1.09204731103769,0.13873400197504906
7,-1.0759569942592586,0.13681800584453446
8,-1.0462293623657806,0.1332781111077438
9,-1.0346512092016198,0.1318994125422328
10,-1.0362158244970687,0.13208572315955083
11,-1.0352770553198236,0.13197393678916322
12,-1.0799598050632744,0.13729465090487059
13,-1.0497243485623957,0.1336942856381228
14,-1.0493517657288556,0.13364991937254891
15,-1.052395748283844,0.1340123894765891
16,-1.1087266513482341,0.1398302214402316
17,-1.0552405528892599,0.1345450777936323
18,-1.0588252550401405,0.13497008062510144
19,-1.066561911320636,0.13618050053387426
