resampling_id,shift,coef
0,-85494.13468426718,32394.862624433936
1,-83472.06551888929,31628.674427731454
2,-80910.77790941061,30658.16937857497
3,-79675.068975013,30189.943258367897
4,-80012.08050257599,30317.641291151645
5,-81858.5798744164,31017.303828977747
6,-83494.53295406015,31637.187629917036
7,-82326.22632517514,31194.50111626671
8,-80191.81998394291,30385.74690863631
9,-79360.52488262088,30070.75842776973
10,-79472.86205847522,30113.324438697648
11,-79405.45975296262,30087.784832140896
12,-82708.17272307986,31339.22555342162
13,-81858.5798666205,31017.30382602378
14,-81858.57987267888,31017.303828319375
15,-81858.57987305582,31017.303828462194
16,-87666.38035825088,33217.951084769404
17,-82705.66525354469,31338.276989974784
18,-82226.39517765702,31156.674477964352
19,-82490.34101036811,31256.687455793206
