,n_fam,nt_norm,steady
0,1,0.026742938128958116,2.6893112656419205
1,3,0.05583308246699037,2.666224123305389
2,8,0.1257649876498772,2.6112997231262556
3,18,0.25518165520652314,2.5118980655771153
4,38,0.481514109102096,2.3455956316965545
