outer_resampling_id,train_mse
0,1.1051416128937254e-05
1,1.0312954057205997e-05
2,9.22834449267228e-06
3,9.477430423125863e-06
4,1.1091475657770198e-05
5,1.157640866461919e-05
6,1.016482459696008e-05
7,1.1173736604424662e-05
8,1.1341240663693013e-05
9,1.1558640396287264e-05
10,1.1212919096237438e-05
11,9.33367071366341e-06
12,1.0862247826668582e-05
13,1.135381174278557e-05
14,1.1480965888018783e-05
15,1.1573470503521287e-05
16,1.1404929772569374e-05
17,1.1534956887691354e-05
18,1.1568165668372768e-05
19,1.1488052103402655e-05
