outer_resampling_id,train_mse
0,1.436057672368432e-05
1,1.4374506999624556e-05
2,1.4278176294212374e-05
3,1.429138140762739e-05
4,1.4350978742463206e-05
5,1.4377472720012933e-05
6,1.2843317737390081e-05
7,1.2944876056894718e-05
8,1.2039638893971146e-05
9,1.1844130121567574e-05
10,1.2251567394284324e-05
11,1.2580550751800221e-05
12,1.4230684505599906e-05
13,1.3816936582311817e-05
14,1.3574864051909265e-05
15,1.3065069723951782e-05
16,1.4331133449479075e-05
17,1.4305754361507247e-05
18,1.4354674899302578e-05
19,1.4367595988541115e-05
