resampling_id,train_rss,train_mse,train_nmse
0,1.8562083719880874e-05,9.769517747305724e-07,0.002255213288749976
1,1.8556992107234032e-05,9.766837951175808e-07,0.002165439852181868
2,1.8119124880973405e-05,9.536381516301791e-07,0.0020697972413304547
3,1.8338579831473382e-05,9.651884121828096e-07,0.002096988042751839
4,1.7509625175853816e-05,9.215592197817797e-07,0.002000201283039876
5,1.8562456713578502e-05,9.76971405977816e-07,0.002544591392289601
6,1.6148168673905025e-05,8.49903614416054e-07,0.0018849732123696493
7,1.8513504905540653e-05,9.743949950284553e-07,0.0021314308210527997
8,1.8178074569951174e-05,9.567407668395354e-07,0.002075916165678519
9,1.786942927095487e-05,9.404962774186774e-07,0.002046248243147248
10,1.843724075699768e-05,9.703810924735622e-07,0.0021100824485471826
11,1.8558240175380368e-05,9.767494829147562e-07,0.0021246315003850716
12,1.5005435246773196e-05,7.897597498301682e-07,0.0017340792831217857
13,1.851597729651875e-05,9.74525120869408e-07,0.0021819797875168717
14,1.8492911900455438e-05,9.733111526555494e-07,0.0022009063699955493
15,1.8453230670341468e-05,9.712226668600772e-07,0.0022432754003757515
16,9.493599450147072e-06,4.99663128955109e-07,0.0013266774996987724
17,1.7672218779611424e-05,9.301167778742855e-07,0.0022873803577207535
18,1.8520479915210486e-05,9.74762100800552e-07,0.002564823515800277
19,1.5114092338658661e-05,7.954785441399296e-07,0.002012133253734773
