resampling_id,train_rss,train_mse,train_nmse
0,8.027048688508184e-05,4.224762467635886e-06,0.009752518706926132
1,8.017137288538243e-05,4.219545941335918e-06,0.00935530310337651
2,7.728064749620928e-05,4.0674024998004886e-06,0.008827979940899447
3,7.839924468622327e-05,4.126276036117015e-06,0.008964831528864209
4,7.667454561236007e-05,4.03550240065053e-06,0.00875886964855395
5,8.070807438102485e-05,4.247793388474992e-06,0.011063679475572675
6,7.258347217673514e-05,3.820182746143954e-06,0.008472657393963023
7,8.041581029720055e-05,4.232411068273713e-06,0.009258146279805299
8,7.90458870497613e-05,4.160309844724279e-06,0.009026953549208516
9,7.788546171307986e-05,4.099234827004203e-06,0.008918750945009095
10,7.999737562188562e-05,4.2103881906255585e-06,0.009155440364117947
11,8.059101284208356e-05,4.241632254846503e-06,0.009226424645553394
12,6.426279363466313e-05,3.3822522965612173e-06,0.00742642764336766
13,8.326386495217998e-05,4.3823086816936836e-06,0.009812070270271365
14,8.245023702677837e-05,4.339486159304125e-06,0.009812692173989663
15,8.295258193965181e-05,4.365925365244832e-06,0.010084168446555885
16,3.8269140247925275e-05,2.0141652762065934e-06,0.0053478986096208905
17,8.855663413471481e-05,4.660875480774464e-06,0.011462211281545927
18,9.403301779372286e-05,4.949106199669624e-06,0.013022237890333053
19,7.311060823204436e-05,3.847926749054966e-06,0.009733186930994175
