exp_id,id_in_exp,yres,ypred,w
0,0,7.603611609285002e-09,0.014812801309589622,0.05
0,1,1.0055341734158113e-07,0.023582898411638194,0.05
0,2,7.82580612762685e-06,0.032502535768302504,0.05
0,3,3.8228334615511374e-06,0.038844793243272946,0.05
0,4,1.746271035532857e-05,0.04347884079085679,0.05
1,0,6.30544443408434e-10,-2.511064402615819e-05,0.05
1,1,4.497119896113863e-05,0.01709394311378597,0.05
1,2,8.814573463542637e-07,0.028061140401149213,0.05
1,3,6.670596395265575e-06,0.035917250225967375,0.05
1,4,1.1838549643411117e-05,0.038759280650298385,0.05
1,5,2.1206914947268705e-06,0.04024374058124012,0.05
1,6,7.129287328239421e-08,0.041732992746760705,0.05
2,0,6.196479108762633e-05,0.03517177178833497,0.05
2,1,8.546647217708645e-07,0.022124480784965737,0.05
2,2,1.2939484287793871e-06,0.017762481460028283,0.05
2,3,2.039181301156022e-06,0.016227999055026306,0.05
3,0,0.00012847935659100507,0.06496512652955469,0.05
3,1,1.268551609982875e-05,0.07216167321631684,0.05
3,2,5.980762044462492e-07,0.07627335386754464,0.05
3,3,4.899784943576946e-05,0.07869984638658374,0.05
