n_im,steady,sample_id
3,1.5207802366907712,0
6,2.0295810528229272,0
9,2.186326041543655,0
12,2.107665220352691,0
3,1.6175673991779034,1
6,2.002349471994927,1
9,2.1103642139749383,1
12,2.204791246557165,1
3,1.3368820629488878,2
6,1.6275874890295456,2
9,1.958681367413251,2
12,2.0155385150646814,2
3,1.5553008837561835,3
6,2.0059929008247517,3
9,2.175594953878515,3
12,2.1916316866565944,3
3,1.8811440062260523,4
6,2.0507988799511008,4
9,2.2216965903300703,4
12,2.2546176087836165,4
3,1.549420442180317,5
6,1.8930344143333593,5
9,2.0576344902047845,5
12,2.1068178712363674,5
3,1.564813561756609,6
6,2.049326909654466,6
9,2.209811600891075,6
12,2.2767128139799246,6
3,1.6239896058962153,7
6,1.7767311842566749,7
9,2.016958165234178,7
12,2.1750386324824524,7
3,1.4894058453660122,8
6,1.3882431330840141,8
9,1.821012077672766,8
12,2.1488630691053214,8
3,1.6713276819819793,9
6,1.797234871241624,9
9,1.9700622088956594,9
12,2.053672492512794,9
3,1.4345411168032631,10
6,1.8471732871903062,10
9,1.9515459425460016,10
12,2.0208777119979997,10
3,1.4980701696348644,11
6,1.9795417418533459,11
9,1.9524152649534632,11
12,2.0851406844953444,11
3,1.4489389494533136,12
6,1.8440386361361853,12
9,2.0446576046635925,12
12,2.21632258803026,12
3,1.6372099762721395,13
6,1.7303874901959333,13
9,1.9974516514051552,13
12,2.107882822271299,13
3,1.5846502932726099,14
6,1.8488639836462366,14
9,2.027730329420742,14
12,2.1956984524884913,14
3,1.6213576948247665,15
6,1.9769354267892232,15
9,2.0627642599340033,15
12,2.275628475787316,15
3,1.6707239458049095,16
6,1.668233920623006,16
9,1.860935299728612,16
12,1.8655426055201525,16
3,1.5727254502691024,17
6,1.7973825915972825,17
9,2.010759657844783,17
12,2.0809802394426082,17
3,1.617467554956564,18
6,2.019485544614697,18
9,2.1184599398014403,18
12,2.1671818554158295,18
3,1.1727583838776536,19
6,1.7910932479108717,19
9,1.891490210857114,19
12,2.103222571686939,19
3,1.8433245213914384,20
6,1.7829129051337909,20
9,1.9493106546508288,20
12,2.146086743105811,20
3,1.5863277341815771,21
6,1.7986342684028664,21
9,2.0385924757826763,21
12,2.0802865426653114,21
3,1.7425798070528369,22
6,1.982934023453398,22
9,2.1817689911130715,22
12,2.2221603577862448,22
3,1.4767252687318815,23
6,1.8719399148288742,23
9,1.874166696715689,23
12,2.162527675727905,23
3,1.518809827954234,24
6,1.9433360017893184,24
9,2.135826202570752,24
12,2.1945040081855853,24
3,1.5235401633150396,25
6,1.9510795815614315,25
9,2.1720056754334696,25
12,2.2864572484927077,25
3,1.741059723384487,26
6,1.9315594209756362,26
9,2.174947858557424,26
12,2.286395791485572,26
3,1.681867274784653,27
6,1.9291602306706492,27
9,2.0669115728796332,27
12,2.167968960555984,27
3,1.5656885235756195,28
6,1.9065765309396672,28
9,2.0784622072554573,28
12,2.232430363808103,28
3,1.383670269354103,29
6,1.7596294668578616,29
9,2.050173006352918,29
12,2.1874590142824877,29
3,1.759239585460976,30
6,1.9459560257410107,30
9,2.148735991143802,30
12,2.286658962634919,30
3,1.8788611852061767,31
6,1.916041639051227,31
9,2.161785888560995,31
12,2.2681789650749593,31
3,1.400316584459256,32
6,1.9247203071417218,32
9,2.0479457315209846,32
12,2.2575721437797793,32
3,1.6420955177926144,33
6,1.8104385424860747,33
9,2.1437680400123815,33
12,2.2345520165793666,33
3,1.398500039890589,34
6,1.8520480831168566,34
9,1.9972983992556694,34
12,2.0744379047582813,34
3,1.383819206332166,35
6,1.8985309924671485,35
9,2.1263449575205606,35
12,2.262934730739893,35
3,1.482955652164165,36
6,1.699523527725326,36
9,2.0314409986672675,36
12,2.139702901871789,36
3,1.3143261609405104,37
6,1.828856061986233,37
9,2.05374797425646,37
12,2.2424017430656322,37
3,1.400663668671098,38
6,1.826312208348505,38
9,1.9950622340596462,38
12,2.0977671752509144,38
3,1.5374851980040796,39
6,1.8219761702409254,39
9,2.1349342541494174,39
12,2.0892805759634525,39
3,1.6288820408079265,40
6,1.831714291013763,40
9,2.0229144127794214,40
12,2.1072666981316828,40
3,1.6495823555513505,41
6,2.057706152326678,41
9,2.173362134726144,41
12,2.25224559688369,41
3,1.5013082973905654,42
6,2.0984190106660265,42
9,2.2247596596719434,42
12,2.31293538137279,42
3,1.3148279322389491,43
6,1.9110226511212787,43
9,2.0741795067712343,43
12,2.088426691109754,43
3,1.095805882401516,44
6,1.9230357407878127,44
9,2.1177703783461275,44
12,2.2627982415122934,44
3,1.5659783828870364,45
6,1.8369846865332524,45
9,2.0231391824943357,45
12,2.1324392255859705,45
3,1.4923008237883275,46
6,1.8581655988365509,46
9,2.247383497926462,46
12,2.3802514190046535,46
3,1.3741440914011191,47
6,1.8460469744747805,47
9,1.8543693735695084,47
12,2.108951990507073,47
3,1.4103524941352081,48
6,1.699126719914646,48
9,1.9429865784854659,48
12,2.109415601172577,48
3,1.48281291371789,49
6,1.8551954930602534,49
9,2.004082405223709,49
12,2.155439535466038,49
