n_im,nt_norm,sample_id
3,1.799843707819106,0
6,0.45124142859554306,0
9,-0.10589077515956591,0
12,-0.04312412572227231,0
3,1.8665827029648323,1
6,2.2322513011419702,1
9,1.9734908951592742,1
12,1.6831195966388819,1
3,2.2147681701857778,2
6,0.5611409580424149,2
9,0.6375788694739268,2
12,0.15572048718846743,2
3,1.326905821905352,3
6,0.8889350639453943,3
9,0.2290862686682713,3
12,0.183386423015798,3
3,0.6862652797041238,4
6,0.8346413942011499,4
9,1.2445255397201942,4
12,1.2519986783988464,4
3,1.577860108911784,5
6,0.041784119867409375,5
9,-0.022381234677077533,5
12,-0.3108397779571215,5
3,2.0885112242599044,6
6,1.12973738786008,6
9,1.4812267748661156,6
12,0.9921374082249743,6
3,3.109224578592524,7
6,0.48196256874144416,7
9,-0.10522124050282566,7
12,0.041595760756754085,7
3,0.7583909475878843,8
6,0.7660227476892474,8
9,0.23883610260800126,8
12,-0.4056605576158885,8
3,1.8127314498924376,9
6,1.0414775487695105,9
9,0.7090893563609018,9
12,0.3985334899712356,9
3,0.5926689168909183,10
6,0.012945549478964535,10
9,-0.314626387637325,10
12,-0.39294753271959193,10
3,0.7244169018997402,11
6,0.860181110514729,11
9,1.2714014360396575,11
12,1.530861892481886,11
3,1.097212911637045,12
6,0.6763668871896513,12
9,0.5323081154828713,12
12,1.39199550622814,12
3,0.9580467481386035,13
6,1.5617839350509242,13
9,0.8546780899738826,13
12,1.5215902538530917,13
3,1.0777961428628784,14
6,1.9726342149520257,14
9,1.9091516962585264,14
12,0.6866525492596924,14
3,2.1644401212102435,15
6,-0.06226892694681596,15
9,0.20557589456292602,15
12,0.5548171380677576,15
3,1.0225048158725996,16
6,0.46439295716870466,16
9,0.28218422418588385,16
12,2.2618850523728753,16
3,0.7459886523466113,17
6,1.0060751840438575,17
9,2.0176433903331286,17
12,2.594607419894463,17
3,0.9848927632772082,18
6,0.770036406173086,18
9,1.196215654959651,18
12,1.3835171029763722,18
3,2.8193172232151893,19
6,1.1652826117100215,19
9,1.0226465469414814,19
12,0.24599573104917782,19
3,0.3860710932877325,20
6,0.7312402750034701,20
9,1.027322776961403,20
12,1.146792657282552,20
3,1.867941932565167,21
6,-0.16254424594325823,21
9,0.39935682381673265,21
12,1.1850708714638163,21
3,1.3284821411266858,22
6,0.5087540886942086,22
9,1.2731135422510906,22
12,0.46686455897313817,22
3,2.175377148298918,23
6,1.5455662798378342,23
9,0.8883906637845453,23
12,0.5033135796934722,23
3,1.7592440787790775,24
6,0.3839318233770106,24
9,0.5584197234004913,24
12,0.7346244371368726,24
3,1.9496001059508103,25
6,0.5054523850293231,25
9,0.015340598916152803,25
12,0.9439012263214064,25
3,1.2715017272225064,26
6,0.5965151004616431,26
9,1.6580462172124175,26
12,1.31639596482442,26
3,0.6075374052662685,27
6,0.07650363360336687,27
9,0.16382023856054717,27
12,0.5215169942777127,27
3,0.6568845886117951,28
6,1.0600248260048355,28
9,1.382845154697311,28
12,1.678467157399567,28
3,5.3795503508269364,29
6,1.1937220129417843,29
9,0.6182888925134069,29
12,0.2552959714683247,29
3,1.8063364080439628,30
6,1.6246057005044487,30
9,1.0039943931778708,30
12,1.1669386878139898,30
3,1.0333345855499023,31
6,0.679152344405693,31
9,0.0724150951010114,31
12,-0.31380879706701803,31
3,1.1913950994040723,32
6,0.12013212246228178,32
9,-0.24802684515416273,32
12,0.22821197821988637,32
3,1.7031733184229605,33
6,1.5776740963550773,33
9,1.4052240587001905,33
12,0.0905726350652234,33
3,2.1467576062663563,34
6,1.8547562620642986,34
9,1.587370574007579,34
12,2.3462089369519976,34
3,0.760453396065611,35
6,0.17521656259590035,35
9,0.9633191828337226,35
12,0.40312328821191024,35
3,1.808969358335462,36
6,2.403410126275099,36
9,2.397556491353439,36
12,0.6740356440248969,36
3,1.2508138534362863,37
6,1.6600081197533023,37
9,0.5523314599219047,37
12,0.6943974819981129,37
3,1.1485712293857724,38
6,1.9209149670140635,38
9,0.9320504986111509,38
12,0.3363385484964425,38
3,2.6553043163271535,39
6,5.543465026021272,39
9,1.7660153368543354,39
12,1.6104813917423266,39
3,1.9055402116703501,40
6,1.4639952441366428,40
9,3.7871773510609925,40
12,3.078656863466859,40
3,1.2378191982986404,41
6,0.8859154811602039,41
9,0.5837614823485642,41
12,1.2063084061737035,41
3,1.5164069533697813,42
6,0.28000599887365496,42
9,0.2508868842744336,42
12,-0.25457354123581766,42
3,2.060016866006592,43
6,1.3312741871763132,43
9,0.08316318476323659,43
12,-0.3263907205550449,43
3,1.741936431749788,44
6,0.9353705915217667,44
9,0.8574084789741541,44
12,0.0836949098699793,44
3,2.4241170226934443,45
6,0.5621469585226511,45
9,0.6424916269870864,45
12,0.38796599342517757,45
3,1.0823385639393308,46
6,0.9787881198885906,46
9,0.3735407214836197,46
12,-0.22112585154535935,46
3,0.4747793024182301,47
6,0.31456703117599916,47
9,-0.33603804374718393,47
12,0.11434264534137206,47
3,2.3810410659152934,48
6,1.1883991266714873,48
9,0.733294858207217,48
12,0.6999917586857873,48
3,3.875714846723226,49
6,2.1663934179332403,49
9,0.26406290085494666,49
12,0.8964491707935265,49
