resampling_id,shift,coef
0,0.03160668417971353,0.021704936102087034
1,0.03162466235245165,0.02169551478490442
2,0.03187552016870743,0.021564054758954395
3,0.03183834604831712,0.021583535558493034
4,0.031023572901429486,0.022010510889108253
5,0.031603032567185274,0.021706849700335186
6,0.031928570976167664,0.021536253908937108
7,0.03168048006573285,0.021666263960090807
8,0.03188581600088051,0.021558659310708654
9,0.03201601288464196,0.021490430678356834
10,0.031786124134227184,0.021610902033589913
11,0.03163816989995008,0.02168843626301032
12,0.030762332264601143,0.02214741194887684
13,0.03154415325585076,0.02173770493104508
14,0.031660505079107226,0.021676731691570538
15,0.03153735555291089,0.02174126721273205
16,0.027461507908693464,0.021885605180648752
17,0.03280175296229214,0.021700866877943398
18,0.031851728947084795,0.021711740183955986
19,0.033795188607075616,0.02178434469837478
