outer_resampling_id,train_mse
0,7.720520848828821e-06
1,8.377134875720382e-06
2,8.484087077674316e-06
3,8.242255681356145e-06
4,8.327150929912645e-06
5,8.542287960528587e-06
6,8.372566086943467e-06
7,8.526412093037055e-06
8,8.366619751519939e-06
9,8.15020321613708e-06
10,8.184499688925874e-06
11,8.164111217566386e-06
12,8.4948996711366e-06
13,7.261463375840201e-06
14,7.498053710613551e-06
15,7.901821624315732e-06
16,5.695365577441186e-06
17,7.969334476540914e-06
18,8.406955356300883e-06
19,8.19695364952898e-06
