exp_id,id_in_exp,yres,ypred,w
0,0,0.00017610508364184228,0.0016295409408023007,0.05
0,1,0.00046084100102164384,0.0024327924260828973,0.05
0,2,0.0009562536030624679,0.004376649549855239,0.05
0,3,0.0010587200589677467,0.008262021283310385,0.05
0,4,0.0005413642872657896,0.016032763652169827,0.05
1,0,4.107358634098949e-36,-2.026661943714084e-18,0.05
1,1,0.00020952878511774255,0.009324890842631186,0.05
1,2,9.923509225661056e-05,0.019038318803705344,0.05
1,3,0.00010275451867412477,0.02836320964633653,0.05
1,4,1.7002117420619927e-05,0.03807663760741068,0.05
1,5,3.250742666663684e-05,0.04740152845004187,0.05
1,6,0.00039114562324146947,0.06177740183243162,0.05
2,0,0.00039263632356507477,0.007484947046119844,0.05
2,1,5.1258512423887254e-05,0.014040494959573864,0.05
2,2,3.0139744593937755e-06,0.020636080199585773,0.05
2,3,0.0001547335894582136,0.027239195691772584,0.05
3,0,1.5212104277348784e-05,0.07239973023018295,0.05
3,1,1.795937642556651e-05,0.07283785044870232,0.05
3,2,5.125997837917744e-06,0.0732359333406638,0.05
3,3,3.711348232871859e-06,0.07362648598045038,0.05
