outer_resampling_id,train_mse
0,6.46917267224052e-06
1,7.162335462655168e-06
2,7.3063314803990276e-06
3,7.082369624944678e-06
4,7.162391515706769e-06
5,7.351432809262145e-06
6,7.157441907562639e-06
7,7.328185848944256e-06
8,7.199261166129632e-06
9,6.994865523233379e-06
10,7.027537591984953e-06
11,7.008123764581299e-06
12,7.29114925411815e-06
13,6.856652241235754e-06
14,6.310728489985855e-06
15,6.7109679421465695e-06
16,4.863072709190209e-06
17,7.184036856689492e-06
18,7.116556624270777e-06
19,6.842046765187886e-06
