outer_resampling_id,train_mse
0,3.5915800145477912e-06
1,3.591103529512712e-06
2,3.5930115030336264e-06
3,3.4967184430579942e-06
4,3.5474214002132035e-06
5,3.60680413768516e-06
6,3.207625866947823e-06
7,3.4902026444485996e-06
8,3.5671929173593236e-06
9,3.441581678809016e-06
10,3.463653538614947e-06
11,3.4506015740347098e-06
12,3.4278316768444187e-06
13,3.5488038712833626e-06
14,3.364489356181786e-06
15,3.3932754817953153e-06
16,1.8421312993873766e-06
17,3.510544221833682e-06
18,3.5081910659333107e-06
19,3.04046040832303e-06
