subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time,cvID,ll_per_mouse
-1,lambda_N,4944.938426923819,0.36933422244561037,True,513,15556.736941929907,0,309.0586516827387
-1,beta_1,4944.938426923819,46.82716363771996,True,513,15556.736941929907,0,309.0586516827387
-1,epsilon,4944.938426923819,9.154081939811572e-08,True,513,15556.736941929907,0,309.0586516827387
-1,k_leak,4944.938426923819,0.999999615966257,True,513,15556.736941929907,0,309.0586516827387
-1,alph_leak,4944.938426923819,0.5403840405437818,True,513,15556.736941929907,0,309.0586516827387
-1,eps_leak1,4944.938426923819,15.780265418445294,True,513,15556.736941929907,0,309.0586516827387
-1,eps_leak2,4944.938426923819,2.4144323858753317e-05,True,513,15556.736941929907,0,309.0586516827387
-1,w_cnov,4944.938426923819,0.015112832177964743,True,513,15556.736941929907,0,309.0586516827387
-1,lambda_N,5518.790504061773,0.5735054176606975,True,366,12018.915850190446,1,344.92440650386084
-1,beta_1,5518.790504061773,5.394834530150805,True,366,12018.915850190446,1,344.92440650386084
-1,epsilon,5518.790504061773,0.0032664976101297004,True,366,12018.915850190446,1,344.92440650386084
-1,k_leak,5518.790504061773,0.025519061873609847,True,366,12018.915850190446,1,344.92440650386084
-1,alph_leak,5518.790504061773,0.2894790874480191,True,366,12018.915850190446,1,344.92440650386084
-1,eps_leak1,5518.790504061773,0.41743504018821187,True,366,12018.915850190446,1,344.92440650386084
-1,eps_leak2,5518.790504061773,0.014187958697477784,True,366,12018.915850190446,1,344.92440650386084
-1,w_cnov,5518.790504061773,0.3425184247471037,True,366,12018.915850190446,1,344.92440650386084
-1,lambda_N,3113.3716960301813,0.4945218246270219,True,253,4427.813066607341,2,194.58573100188633
-1,beta_1,3113.3716960301813,6.308994544492567,True,253,4427.813066607341,2,194.58573100188633
-1,epsilon,3113.3716960301813,0.005170280193165891,True,253,4427.813066607341,2,194.58573100188633
-1,k_leak,3113.3716960301813,0.010973414554631187,True,253,4427.813066607341,2,194.58573100188633
-1,alph_leak,3113.3716960301813,0.2668424110635071,True,253,4427.813066607341,2,194.58573100188633
-1,eps_leak1,3113.3716960301813,0.22842214225518437,True,253,4427.813066607341,2,194.58573100188633
-1,eps_leak2,3113.3716960301813,0.014392649531761363,True,253,4427.813066607341,2,194.58573100188633
-1,w_cnov,3113.3716960301813,0.15849876334784138,True,253,4427.813066607341,2,194.58573100188633
-1,lambda_N,4573.635387060227,0.33527479176225833,True,368,12498.590870892629,3,285.8522116912642
-1,beta_1,4573.635387060227,8.507940896412958,True,368,12498.590870892629,3,285.8522116912642
-1,epsilon,4573.635387060227,0.006846175380664942,True,368,12498.590870892629,3,285.8522116912642
-1,k_leak,4573.635387060227,0.40290067173911975,True,368,12498.590870892629,3,285.8522116912642
-1,alph_leak,4573.635387060227,0.23250527061415416,True,368,12498.590870892629,3,285.8522116912642
-1,eps_leak1,4573.635387060227,0.2507699667268687,True,368,12498.590870892629,3,285.8522116912642
-1,eps_leak2,4573.635387060227,0.02572601671548986,True,368,12498.590870892629,3,285.8522116912642
-1,w_cnov,4573.635387060227,0.02236936904503278,True,368,12498.590870892629,3,285.8522116912642
-1,lambda_N,5526.114376097726,0.5160399904579652,True,596,18322.878716118634,4,345.38214850610785
-1,beta_1,5526.114376097726,5.874947934245492,True,596,18322.878716118634,4,345.38214850610785
-1,epsilon,5526.114376097726,0.0017054422287979376,True,596,18322.878716118634,4,345.38214850610785
-1,k_leak,5526.114376097726,0.3055033638651427,True,596,18322.878716118634,4,345.38214850610785
-1,alph_leak,5526.114376097726,0.35593482665610277,True,596,18322.878716118634,4,345.38214850610785
-1,eps_leak1,5526.114376097726,1.8458538386101637,True,596,18322.878716118634,4,345.38214850610785
-1,eps_leak2,5526.114376097726,0.0029280311491287933,True,596,18322.878716118634,4,345.38214850610785
-1,w_cnov,5526.114376097726,0.2489145085272341,True,596,18322.878716118634,4,345.38214850610785
