outer_resampling_id,train_mse
0,1.2079909144807578e-05
1,1.2043771959585639e-05
2,1.1953144773684242e-05
3,1.2041976149169058e-05
4,1.1958414071647412e-05
5,1.2091929815449768e-05
6,1.0513445167816095e-05
7,1.0901067793532979e-05
8,1.0238303531484075e-05
9,1.017897619691399e-05
10,1.059961864595953e-05
11,1.0935243314426403e-05
12,1.1919156065107481e-05
13,1.1486468359777658e-05
14,1.124718412461358e-05
15,1.074523423048713e-05
16,1.2005740661079868e-05
17,1.2031955843273544e-05
18,1.207655689849214e-05
19,1.2062331191579326e-05
