resampling_id,shift,coef
0,-1346.8946721241612,323.8669265476438
1,-1315.0369027894928,316.2069968692087
2,-1274.6836228218708,306.50439391357946
3,-1255.2149351181934,301.8233135402495
4,-1260.5245772191963,303.09997182388497
5,-1289.8559853464942,310.15245943962407
6,-1315.3908789295597,316.29210742145113
7,-1296.984119646083,311.86635870484827
8,-1263.3563863397312,303.78085624182387
9,-1250.2592691572572,300.6317658088564
10,-1252.0291498575916,301.0573185700682
11,-1250.9672214373911,300.8019869133411
12,-1303.0017140272196,313.31323809296845
13,-1289.8559161852656,310.152442810395
14,-1289.8559853470417,310.1524594397557
15,-1289.855985346923,310.1524594397272
16,-1381.8371667427266,332.2662925368341
17,-1303.1815788775004,313.35746755181754
18,-1295.6317283505814,311.5416135540808
19,-1299.7896774326405,312.54166360958897
