outer_resampling_id,train_mse
0,1.5139097789757029e-05
1,1.5147305766742715e-05
2,1.5026253162329904e-05
3,1.5041159400463016e-05
4,1.5138062115468764e-05
5,1.5154132015120357e-05
6,1.357295637887542e-05
7,1.3680821996528068e-05
8,1.2748888229594355e-05
9,1.2523757018346132e-05
10,1.2909973403545706e-05
11,1.3200311774864503e-05
12,1.4999838930376531e-05
13,1.4599288240733894e-05
14,1.4383310444130398e-05
15,1.3914930033355888e-05
16,1.4795559622959745e-05
17,1.5102125566161839e-05
18,1.515021663408276e-05
19,1.5007691149055704e-05
