outer_resampling_id,train_mse
0,2.3048002278133994e-05
1,2.3367395763712795e-05
2,2.3203489920262875e-05
3,2.2933338977854655e-05
4,2.311662512778212e-05
5,2.3389762198274757e-05
6,2.1749428220287905e-05
7,2.1157756620237208e-05
8,1.9507096163958335e-05
9,1.8796376926225825e-05
10,1.899699908431058e-05
11,1.903136931071336e-05
12,2.3379523735829795e-05
13,2.319548518622209e-05
14,2.3062641033351096e-05
15,2.2739959010304417e-05
16,2.3306143509212906e-05
17,2.3319970522562105e-05
18,2.337408643513301e-05
19,2.3367424668897732e-05
