resampling_id,shift,coef
0,-68.5432920772641,8.05469219191912
1,-66.94482793454247,7.867052615828024
2,-64.88934083193965,7.625764295187862
3,-63.89765786407961,7.509353193596846
4,-64.16811685531417,7.541101675848942
5,-65.65577252973222,7.715733732120398
6,-66.96285976473791,7.869169325787258
7,-66.0252685951248,7.759107920646661
8,-64.31236165063928,7.558034199716726
9,-63.645229472260695,7.479721276828224
10,-63.73538246933888,7.490304104245588
11,-63.68129067109197,7.483954407795169
12,-66.33178878519062,7.795089533865703
13,-65.62808669394317,7.712483763385228
14,-65.65557276731361,7.715710282529736
15,-65.65577127823889,7.715733585210831
16,-70.32953609550654,8.263273361418383
17,-66.30476198025794,7.79238952539604
18,-65.95444629911681,7.751004919314697
19,-66.16692476936754,7.776096981424706
