outer_resampling_id,train_mse
0,6.3947080706137954e-06
1,6.858226013802172e-06
2,7.023787071074133e-06
3,6.812683070041159e-06
4,6.889222653980458e-06
5,7.060452651130215e-06
6,6.847231637755722e-06
7,7.030617339941911e-06
8,6.924227689162137e-06
9,6.7284128263453e-06
10,6.759931751904194e-06
11,6.741210051229258e-06
12,6.989471743242742e-06
13,6.446066661026789e-06
14,6.1698303876358626e-06
15,6.446762593062022e-06
16,4.5253134390722805e-06
17,6.805661824179234e-06
18,6.891320278357235e-06
19,6.5647907573415276e-06
