,subID,epi,it,simID
16,16,0,232,11
17,17,0,372,11
18,18,0,82,11
19,19,0,714,11
0,0,0,118,12
1,1,0,102,12
2,2,0,298,12
3,3,0,368,12
4,4,0,1174,12
5,5,0,662,12
6,6,0,280,12
7,7,0,658,12
8,8,0,474,12
9,9,0,50,12
10,10,0,140,12
11,11,0,318,12
12,12,0,462,12
13,13,0,496,12
14,14,0,464,12
15,15,0,2098,12
16,16,0,152,12
17,17,0,92,12
18,18,0,1318,12
19,19,0,228,12
0,0,0,364,13
1,1,0,252,13
2,2,0,404,13
3,3,0,528,13
4,4,0,630,13
5,5,0,64,13
6,6,0,424,13
7,7,0,126,13
8,8,0,100,13
9,9,0,1298,13
10,10,0,292,13
11,11,0,356,13
12,12,0,844,13
13,13,0,252,13
14,14,0,506,13
15,15,0,832,13
16,16,0,302,13
17,17,0,62,13
18,18,0,58,13
19,19,0,898,13
0,0,0,418,14
1,1,0,240,14
2,2,0,862,14
3,3,0,118,14
4,4,0,136,14
5,5,0,88,14
6,6,0,148,14
7,7,0,1332,14
8,8,0,110,14
9,9,0,572,14
10,10,0,244,14
11,11,0,312,14
12,12,0,386,14
13,13,0,412,14
14,14,0,340,14
15,15,0,250,14
16,16,0,372,14
17,17,0,160,14
18,18,0,560,14
19,19,0,972,14
0,0,0,374,15
1,1,0,970,15
2,2,0,54,15
3,3,0,110,15
4,4,0,570,15
5,5,0,386,15
6,6,0,1488,15
7,7,0,454,15
8,8,0,88,15
9,9,0,216,15
10,10,0,160,15
11,11,0,162,15
12,12,0,110,15
13,13,0,1466,15
14,14,0,104,15
15,15,0,170,15
16,16,0,286,15
17,17,0,384,15
18,18,0,1166,15
19,19,0,284,15
0,0,0,208,16
1,1,0,608,16
2,2,0,216,16
3,3,0,106,16
4,4,0,1032,16
5,5,0,782,16
6,6,0,362,16
7,7,0,806,16
8,8,0,76,16
9,9,0,700,16
10,10,0,142,16
11,11,0,824,16
12,12,0,160,16
13,13,0,246,16
14,14,0,38,16
15,15,0,282,16
16,16,0,190,16
17,17,0,452,16
18,18,0,400,16
19,19,0,26,16
0,0,0,426,17
1,1,0,58,17
2,2,0,436,17
3,3,0,966,17
4,4,0,348,17
5,5,0,610,17
6,6,0,264,17
7,7,0,176,17
8,8,0,312,17
9,9,0,68,17
10,10,0,40,17
11,11,0,160,17
12,12,0,156,17
13,13,0,122,17
14,14,0,280,17
15,15,0,234,17
16,16,0,538,17
17,17,0,542,17
18,18,0,128,17
19,19,0,344,17
0,0,0,310,18
1,1,0,24,18
2,2,0,88,18
3,3,0,120,18
4,4,0,360,18
5,5,0,272,18
6,6,0,534,18
7,7,0,384,18
8,8,0,734,18
9,9,0,1820,18
10,10,0,590,18
11,11,0,564,18
12,12,0,186,18
13,13,0,856,18
14,14,0,182,18
15,15,0,322,18
16,16,0,418,18
17,17,0,812,18
18,18,0,442,18
19,19,0,584,18
0,0,0,272,19
1,1,0,372,19
2,2,0,492,19
3,3,0,678,19
4,4,0,126,19
5,5,0,738,19
6,6,0,1484,19
7,7,0,44,19
8,8,0,378,19
9,9,0,712,19
10,10,0,178,19
11,11,0,698,19
12,12,0,312,19
13,13,0,46,19
14,14,0,80,19
15,15,0,608,19
16,16,0,264,19
17,17,0,240,19
18,18,0,70,19
19,19,0,146,19
