,subID,epi,it,simID
0,0,0,388,0
1,1,0,478,0
2,2,0,1052,0
3,3,0,206,0
4,4,0,112,0
5,5,0,84,0
6,6,0,330,0
7,7,0,962,0
8,8,0,58,0
9,9,0,1030,0
10,10,0,262,0
11,11,0,320,0
12,12,0,952,0
13,13,0,782,0
14,14,0,18,0
15,15,0,544,0
16,16,0,516,0
17,17,0,738,0
18,18,0,618,0
19,19,0,334,0
0,0,0,260,1
1,1,0,266,1
2,2,0,496,1
3,3,0,564,1
4,4,0,946,1
5,5,0,370,1
6,6,0,76,1
7,7,0,58,1
8,8,0,124,1
9,9,0,658,1
10,10,0,406,1
11,11,0,72,1
12,12,0,394,1
13,13,0,106,1
14,14,0,370,1
15,15,0,66,1
16,16,0,88,1
17,17,0,212,1
18,18,0,402,1
19,19,0,72,1
0,0,0,416,2
1,1,0,318,2
2,2,0,180,2
3,3,0,430,2
4,4,0,508,2
5,5,0,1154,2
6,6,0,246,2
7,7,0,84,2
8,8,0,84,2
9,9,0,18,2
10,10,0,284,2
11,11,0,750,2
12,12,0,444,2
13,13,0,470,2
14,14,0,58,2
15,15,0,216,2
16,16,0,444,2
17,17,0,114,2
18,18,0,72,2
19,19,0,36,2
0,0,0,690,3
1,1,0,614,3
2,2,0,224,3
3,3,0,486,3
4,4,0,640,3
5,5,0,380,3
6,6,0,116,3
7,7,0,166,3
8,8,0,36,3
9,9,0,704,3
10,10,0,644,3
11,11,0,70,3
12,12,0,110,3
13,13,0,166,3
14,14,0,326,3
15,15,0,192,3
16,16,0,198,3
17,17,0,384,3
18,18,0,298,3
19,19,0,222,3
0,0,0,738,4
1,1,0,146,4
2,2,0,524,4
3,3,0,438,4
4,4,0,734,4
5,5,0,1574,4
6,6,0,100,4
7,7,0,644,4
8,8,0,1184,4
9,9,0,112,4
10,10,0,78,4
11,11,0,530,4
12,12,0,148,4
13,13,0,784,4
14,14,0,430,4
15,15,0,464,4
16,16,0,52,4
17,17,0,538,4
18,18,0,488,4
19,19,0,412,4
0,0,0,50,5
1,1,0,376,5
2,2,0,86,5
3,3,0,110,5
4,4,0,380,5
5,5,0,510,5
6,6,0,456,5
7,7,0,32,5
8,8,0,96,5
9,9,0,160,5
10,10,0,154,5
11,11,0,80,5
12,12,0,410,5
13,13,0,20,5
14,14,0,12,5
15,15,0,268,5
16,16,0,160,5
17,17,0,60,5
18,18,0,508,5
19,19,0,280,5
0,0,0,206,6
1,1,0,524,6
2,2,0,376,6
3,3,0,182,6
4,4,0,258,6
5,5,0,434,6
6,6,0,894,6
7,7,0,34,6
8,8,0,246,6
9,9,0,642,6
10,10,0,76,6
11,11,0,586,6
12,12,0,382,6
13,13,0,112,6
14,14,0,416,6
15,15,0,664,6
16,16,0,238,6
17,17,0,142,6
18,18,0,192,6
19,19,0,430,6
0,0,0,214,7
1,1,0,168,7
2,2,0,548,7
3,3,0,622,7
4,4,0,24,7
5,5,0,200,7
6,6,0,332,7
7,7,0,364,7
8,8,0,78,7
9,9,0,430,7
10,10,0,58,7
11,11,0,82,7
12,12,0,576,7
13,13,0,470,7
14,14,0,230,7
15,15,0,500,7
16,16,0,54,7
17,17,0,376,7
18,18,0,42,7
19,19,0,216,7
0,0,0,238,8
1,1,0,266,8
2,2,0,46,8
3,3,0,206,8
4,4,0,26,8
5,5,0,612,8
6,6,0,718,8
7,7,0,212,8
8,8,0,20,8
9,9,0,344,8
10,10,0,524,8
11,11,0,146,8
12,12,0,258,8
13,13,0,836,8
14,14,0,82,8
15,15,0,510,8
16,16,0,170,8
17,17,0,130,8
18,18,0,270,8
19,19,0,350,8
0,0,0,458,9
1,1,0,512,9
2,2,0,88,9
3,3,0,60,9
4,4,0,278,9
5,5,0,504,9
6,6,0,538,9
7,7,0,238,9
8,8,0,74,9
9,9,0,48,9
10,10,0,570,9
11,11,0,436,9
12,12,0,260,9
13,13,0,504,9
14,14,0,34,9
15,15,0,208,9
16,16,0,256,9
17,17,0,298,9
18,18,0,290,9
19,19,0,272,9
0,0,0,388,10
1,1,0,536,10
2,2,0,28,10
3,3,0,430,10
4,4,0,482,10
5,5,0,878,10
6,6,0,494,10
7,7,0,72,10
8,8,0,216,10
9,9,0,188,10
10,10,0,342,10
11,11,0,414,10
12,12,0,32,10
13,13,0,602,10
14,14,0,820,10
15,15,0,136,10
16,16,0,76,10
17,17,0,382,10
18,18,0,280,10
19,19,0,214,10
0,0,0,16,11
1,1,0,148,11
2,2,0,36,11
3,3,0,164,11
4,4,0,512,11
5,5,0,440,11
6,6,0,266,11
7,7,0,456,11
8,8,0,548,11
9,9,0,668,11
10,10,0,320,11
11,11,0,116,11
12,12,0,1236,11
13,13,0,124,11
14,14,0,96,11
15,15,0,680,11
16,16,0,628,11
17,17,0,508,11
18,18,0,522,11
19,19,0,42,11
0,0,0,284,12
1,1,0,402,12
2,2,0,316,12
3,3,0,112,12
4,4,0,842,12
5,5,0,168,12
6,6,0,138,12
7,7,0,222,12
8,8,0,1006,12
9,9,0,158,12
10,10,0,202,12
11,11,0,638,12
12,12,0,88,12
13,13,0,130,12
14,14,0,266,12
15,15,0,126,12
16,16,0,144,12
17,17,0,534,12
18,18,0,552,12
19,19,0,766,12
0,0,0,38,13
1,1,0,354,13
2,2,0,274,13
3,3,0,910,13
4,4,0,198,13
5,5,0,410,13
6,6,0,424,13
7,7,0,66,13
8,8,0,214,13
9,9,0,426,13
10,10,0,176,13
11,11,0,356,13
12,12,0,264,13
13,13,0,618,13
14,14,0,150,13
15,15,0,146,13
16,16,0,68,13
17,17,0,246,13
18,18,0,242,13
19,19,0,154,13
0,0,0,146,14
1,1,0,304,14
2,2,0,206,14
3,3,0,178,14
4,4,0,30,14
5,5,0,138,14
6,6,0,228,14
7,7,0,326,14
8,8,0,484,14
9,9,0,564,14
10,10,0,842,14
11,11,0,146,14
12,12,0,214,14
13,13,0,176,14
14,14,0,338,14
15,15,0,62,14
16,16,0,246,14
17,17,0,482,14
18,18,0,544,14
19,19,0,316,14
0,0,0,100,15
1,1,0,216,15
2,2,0,54,15
3,3,0,452,15
4,4,0,302,15
5,5,0,116,15
6,6,0,506,15
7,7,0,602,15
8,8,0,698,15
9,9,0,744,15
10,10,0,534,15
11,11,0,92,15
12,12,0,110,15
13,13,0,164,15
14,14,0,540,15
15,15,0,556,15
16,16,0,196,15
17,17,0,594,15
18,18,0,300,15
19,19,0,460,15
0,0,0,910,16
1,1,0,174,16
2,2,0,348,16
3,3,0,680,16
4,4,0,562,16
5,5,0,56,16
6,6,0,234,16
7,7,0,316,16
8,8,0,360,16
9,9,0,300,16
10,10,0,386,16
11,11,0,606,16
12,12,0,26,16
13,13,0,840,16
14,14,0,36,16
15,15,0,514,16
16,16,0,318,16
17,17,0,906,16
18,18,0,48,16
19,19,0,298,16
0,0,0,576,17
1,1,0,294,17
2,2,0,156,17
3,3,0,186,17
4,4,0,50,17
5,5,0,360,17
6,6,0,172,17
7,7,0,76,17
8,8,0,262,17
9,9,0,52,17
10,10,0,414,17
11,11,0,544,17
12,12,0,614,17
13,13,0,282,17
14,14,0,338,17
15,15,0,180,17
16,16,0,440,17
17,17,0,546,17
18,18,0,390,17
19,19,0,142,17
0,0,0,254,18
1,1,0,256,18
2,2,0,110,18
3,3,0,44,18
4,4,0,52,18
5,5,0,140,18
6,6,0,170,18
7,7,0,342,18
8,8,0,718,18
9,9,0,986,18
10,10,0,376,18
11,11,0,732,18
12,12,0,436,18
13,13,0,48,18
14,14,0,180,18
15,15,0,496,18
16,16,0,538,18
17,17,0,908,18
18,18,0,1224,18
19,19,0,622,18
0,0,0,612,19
1,1,0,480,19
2,2,0,316,19
3,3,0,110,19
4,4,0,420,19
5,5,0,798,19
6,6,0,236,19
7,7,0,44,19
8,8,0,642,19
9,9,0,332,19
10,10,0,196,19
11,11,0,188,19
12,12,0,460,19
13,13,0,216,19
14,14,0,222,19
15,15,0,184,19
16,16,0,254,19
17,17,0,724,19
18,18,0,186,19
19,19,0,18,19
