,subID,epi,it,simID
0,0,0,686,0
1,1,0,228,0
2,2,0,310,0
3,3,0,76,0
4,4,0,290,0
5,5,0,652,0
6,6,0,298,0
7,7,0,192,0
8,8,0,112,0
9,9,0,498,0
10,10,0,742,0
11,11,0,848,0
12,12,0,322,0
13,13,0,760,0
14,14,0,94,0
15,15,0,180,0
16,16,0,132,0
17,17,0,80,0
18,18,0,148,0
19,19,0,432,0
0,0,0,610,1
1,1,0,72,1
2,2,0,76,1
3,3,0,82,1
4,4,0,190,1
5,5,0,68,1
6,6,0,150,1
7,7,0,76,1
8,8,0,918,1
9,9,0,284,1
10,10,0,158,1
11,11,0,290,1
12,12,0,688,1
13,13,0,138,1
14,14,0,1064,1
15,15,0,816,1
16,16,0,914,1
17,17,0,112,1
18,18,0,496,1
19,19,0,102,1
0,0,0,618,2
1,1,0,296,2
2,2,0,234,2
3,3,0,198,2
4,4,0,128,2
5,5,0,338,2
6,6,0,542,2
7,7,0,60,2
8,8,0,174,2
9,9,0,18,2
10,10,0,764,2
11,11,0,192,2
12,12,0,54,2
13,13,0,668,2
14,14,0,234,2
15,15,0,234,2
16,16,0,856,2
17,17,0,166,2
18,18,0,82,2
19,19,0,138,2
0,0,0,200,3
1,1,0,166,3
2,2,0,196,3
3,3,0,544,3
4,4,0,322,3
5,5,0,110,3
6,6,0,164,3
7,7,0,522,3
8,8,0,416,3
9,9,0,378,3
10,10,0,750,3
11,11,0,1018,3
12,12,0,554,3
13,13,0,82,3
14,14,0,580,3
15,15,0,588,3
16,16,0,450,3
17,17,0,390,3
18,18,0,744,3
19,19,0,660,3
0,0,0,422,4
1,1,0,136,4
2,2,0,270,4
3,3,0,340,4
4,4,0,698,4
5,5,0,924,4
6,6,0,352,4
7,7,0,306,4
8,8,0,1328,4
9,9,0,428,4
10,10,0,374,4
11,11,0,644,4
12,12,0,114,4
13,13,0,1312,4
14,14,0,258,4
15,15,0,274,4
16,16,0,54,4
17,17,0,246,4
18,18,0,1056,4
19,19,0,238,4
0,0,0,360,5
