,subID,epi,it,simID
7,7,0,356,8
8,8,0,20,8
9,9,0,162,8
10,10,0,874,8
11,11,0,638,8
12,12,0,36,8
13,13,0,112,8
14,14,0,612,8
15,15,0,334,8
16,16,0,66,8
17,17,0,738,8
18,18,0,464,8
19,19,0,234,8
0,0,0,122,9
1,1,0,224,9
2,2,0,38,9
3,3,0,608,9
4,4,0,234,9
5,5,0,1038,9
6,6,0,66,9
7,7,0,148,9
8,8,0,522,9
9,9,0,296,9
10,10,0,1622,9
11,11,0,54,9
12,12,0,658,9
13,13,0,242,9
14,14,0,34,9
15,15,0,1394,9
16,16,0,114,9
17,17,0,128,9
18,18,0,190,9
19,19,0,308,9
0,0,0,418,10
1,1,0,1230,10
2,2,0,180,10
3,3,0,342,10
4,4,0,730,10
5,5,0,198,10
6,6,0,1480,10
7,7,0,184,10
8,8,0,322,10
9,9,0,276,10
10,10,0,454,10
11,11,0,124,10
12,12,0,62,10
13,13,0,128,10
14,14,0,928,10
15,15,0,156,10
16,16,0,946,10
17,17,0,98,10
18,18,0,254,10
19,19,0,216,10
0,0,0,106,11
1,1,0,1698,11
2,2,0,112,11
3,3,0,42,11
4,4,0,420,11
5,5,0,282,11
6,6,0,490,11
7,7,0,646,11
8,8,0,392,11
9,9,0,168,11
10,10,0,606,11
11,11,0,132,11
12,12,0,380,11
13,13,0,84,11
14,14,0,134,11
15,15,0,638,11
16,16,0,454,11
17,17,0,1552,11
18,18,0,82,11
19,19,0,810,11
0,0,0,118,12
1,1,0,102,12
2,2,0,156,12
3,3,0,340,12
4,4,0,398,12
5,5,0,352,12
6,6,0,280,12
7,7,0,550,12
8,8,0,410,12
9,9,0,50,12
10,10,0,140,12
11,11,0,212,12
12,12,0,572,12
13,13,0,964,12
14,14,0,752,12
15,15,0,1300,12
16,16,0,560,12
17,17,0,238,12
18,18,0,1014,12
19,19,0,228,12
0,0,0,364,13
1,1,0,444,13
2,2,0,770,13
3,3,0,1022,13
4,4,0,254,13
5,5,0,64,13
6,6,0,762,13
7,7,0,114,13
8,8,0,100,13
9,9,0,558,13
10,10,0,562,13
11,11,0,1118,13
12,12,0,1568,13
13,13,0,252,13
14,14,0,558,13
15,15,0,816,13
16,16,0,254,13
17,17,0,62,13
18,18,0,58,13
19,19,0,938,13
0,0,0,418,14
1,1,0,252,14
2,2,0,756,14
3,3,0,488,14
4,4,0,136,14
5,5,0,76,14
6,6,0,130,14
7,7,0,110,14
8,8,0,110,14
9,9,0,276,14
10,10,0,456,14
11,11,0,192,14
12,12,0,254,14
13,13,0,412,14
14,14,0,230,14
15,15,0,732,14
16,16,0,300,14
17,17,0,160,14
18,18,0,286,14
19,19,0,306,14
0,0,0,242,15
1,1,0,552,15
2,2,0,54,15
3,3,0,444,15
4,4,0,484,15
5,5,0,858,15
6,6,0,706,15
7,7,0,652,15
8,8,0,88,15
9,9,0,208,15
10,10,0,160,15
11,11,0,162,15
12,12,0,82,15
13,13,0,710,15
14,14,0,196,15
15,15,0,170,15
16,16,0,336,15
17,17,0,68,15
18,18,0,642,15
19,19,0,482,15
0,0,0,208,16
1,1,0,792,16
2,2,0,582,16
3,3,0,106,16
4,4,0,340,16
5,5,0,766,16
6,6,0,432,16
7,7,0,294,16
8,8,0,76,16
9,9,0,1504,16
10,10,0,1142,16
11,11,0,554,16
12,12,0,82,16
13,13,0,246,16
14,14,0,38,16
15,15,0,514,16
16,16,0,190,16
17,17,0,452,16
18,18,0,712,16
19,19,0,26,16
0,0,0,530,17
1,1,0,58,17
2,2,0,530,17
3,3,0,658,17
4,4,0,258,17
5,5,0,592,17
6,6,0,480,17
7,7,0,176,17
8,8,0,260,17
9,9,0,68,17
10,10,0,40,17
11,11,0,652,17
12,12,0,674,17
13,13,0,122,17
14,14,0,798,17
15,15,0,276,17
16,16,0,374,17
17,17,0,184,17
18,18,0,128,17
19,19,0,448,17
0,0,0,984,18
1,1,0,24,18
2,2,0,88,18
3,3,0,120,18
4,4,0,492,18
5,5,0,730,18
6,6,0,592,18
7,7,0,446,18
8,8,0,176,18
9,9,0,472,18
10,10,0,370,18
11,11,0,254,18
12,12,0,288,18
13,13,0,378,18
14,14,0,132,18
15,15,0,738,18
16,16,0,488,18
17,17,0,220,18
18,18,0,2362,18
19,19,0,320,18
0,0,0,842,19
1,1,0,1146,19
2,2,0,570,19
3,3,0,424,19
4,4,0,126,19
5,5,0,614,19
6,6,0,814,19
7,7,0,44,19
8,8,0,384,19
9,9,0,518,19
10,10,0,178,19
11,11,0,288,19
12,12,0,126,19
13,13,0,46,19
14,14,0,80,19
15,15,0,608,19
16,16,0,892,19
17,17,0,358,19
18,18,0,70,19
19,19,0,146,19
