,subID,epi,it,simID
0,0,0,76,0
1,1,0,278,0
2,2,0,92,0
3,3,0,310,0
4,4,0,222,0
5,5,0,722,0
6,6,0,324,0
7,7,0,316,0
8,8,0,130,0
9,9,0,148,0
10,10,0,530,0
11,11,0,348,0
12,12,0,466,0
13,13,0,146,0
14,14,0,22,0
15,15,0,138,0
16,16,0,134,0
17,17,0,902,0
18,18,0,294,0
19,19,0,80,0
0,0,0,98,1
1,1,0,114,1
2,2,0,484,1
3,3,0,430,1
4,4,0,154,1
5,5,0,766,1
6,6,0,338,1
7,7,0,118,1
8,8,0,264,1
9,9,0,252,1
10,10,0,370,1
11,11,0,402,1
12,12,0,340,1
13,13,0,220,1
14,14,0,486,1
15,15,0,118,1
16,16,0,160,1
17,17,0,56,1
18,18,0,436,1
19,19,0,148,1
0,0,0,294,2
1,1,0,314,2
2,2,0,738,2
3,3,0,554,2
4,4,0,192,2
5,5,0,90,2
6,6,0,280,2
7,7,0,100,2
8,8,0,60,2
9,9,0,18,2
10,10,0,158,2
11,11,0,140,2
12,12,0,52,2
13,13,0,502,2
14,14,0,726,2
15,15,0,790,2
16,16,0,276,2
17,17,0,166,2
18,18,0,82,2
19,19,0,170,2
0,0,0,134,3
1,1,0,214,3
2,2,0,660,3
3,3,0,130,3
4,4,0,384,3
5,5,0,206,3
6,6,0,534,3
7,7,0,384,3
8,8,0,1052,3
9,9,0,300,3
10,10,0,48,3
11,11,0,1546,3
12,12,0,218,3
13,13,0,604,3
14,14,0,376,3
15,15,0,108,3
16,16,0,240,3
17,17,0,434,3
18,18,0,442,3
19,19,0,86,3
0,0,0,286,4
1,1,0,414,4
2,2,0,486,4
3,3,0,554,4
4,4,0,152,4
5,5,0,322,4
6,6,0,100,4
7,7,0,150,4
8,8,0,670,4
9,9,0,120,4
10,10,0,410,4
11,11,0,692,4
12,12,0,140,4
13,13,0,742,4
14,14,0,236,4
15,15,0,286,4
16,16,0,150,4
17,17,0,178,4
18,18,0,888,4
19,19,0,678,4
0,0,0,362,5
1,1,0,122,5
2,2,0,60,5
3,3,0,378,5
4,4,0,548,5
5,5,0,140,5
6,6,0,92,5
7,7,0,122,5
8,8,0,400,5
9,9,0,572,5
10,10,0,972,5
11,11,0,140,5
12,12,0,374,5
13,13,0,20,5
14,14,0,182,5
15,15,0,310,5
16,16,0,562,5
17,17,0,56,5
18,18,0,232,5
19,19,0,102,5
0,0,0,348,6
1,1,0,792,6
2,2,0,292,6
3,3,0,110,6
4,4,0,104,6
5,5,0,106,6
6,6,0,312,6
7,7,0,696,6
8,8,0,186,6
9,9,0,284,6
10,10,0,472,6
11,11,0,84,6
12,12,0,276,6
13,13,0,204,6
14,14,0,292,6
15,15,0,356,6
16,16,0,442,6
17,17,0,64,6
18,18,0,436,6
19,19,0,58,6
0,0,0,584,7
1,1,0,488,7
2,2,0,582,7
3,3,0,620,7
4,4,0,24,7
5,5,0,182,7
6,6,0,68,7
7,7,0,90,7
8,8,0,666,7
9,9,0,612,7
10,10,0,184,7
11,11,0,980,7
12,12,0,68,7
13,13,0,56,7
14,14,0,214,7
15,15,0,436,7
16,16,0,34,7
17,17,0,102,7
18,18,0,36,7
19,19,0,60,7
0,0,0,272,8
1,1,0,46,8
2,2,0,46,8
3,3,0,182,8
4,4,0,48,8
5,5,0,170,8
6,6,0,406,8
7,7,0,338,8
8,8,0,20,8
9,9,0,278,8
10,10,0,210,8
11,11,0,64,8
12,12,0,104,8
13,13,0,234,8
14,14,0,420,8
15,15,0,550,8
16,16,0,392,8
17,17,0,792,8
18,18,0,262,8
19,19,0,80,8
0,0,0,884,9
1,1,0,336,9
2,2,0,38,9
3,3,0,460,9
4,4,0,42,9
5,5,0,210,9
6,6,0,590,9
7,7,0,102,9
8,8,0,620,9
9,9,0,136,9
10,10,0,260,9
11,11,0,520,9
12,12,0,384,9
13,13,0,110,9
14,14,0,34,9
15,15,0,360,9
16,16,0,88,9
17,17,0,314,9
18,18,0,130,9
19,19,0,628,9
0,0,0,328,10
1,1,0,474,10
2,2,0,28,10
3,3,0,652,10
4,4,0,642,10
5,5,0,494,10
6,6,0,198,10
7,7,0,312,10
8,8,0,76,10
9,9,0,502,10
10,10,0,616,10
11,11,0,404,10
12,12,0,62,10
13,13,0,54,10
14,14,0,136,10
15,15,0,138,10
16,16,0,392,10
17,17,0,492,10
18,18,0,462,10
19,19,0,456,10
0,0,0,396,11
1,1,0,548,11
2,2,0,220,11
3,3,0,682,11
4,4,0,632,11
5,5,0,538,11
6,6,0,290,11
7,7,0,120,11
8,8,0,550,11
9,9,0,662,11
10,10,0,558,11
11,11,0,698,11
12,12,0,634,11
13,13,0,336,11
14,14,0,560,11
15,15,0,90,11
16,16,0,92,11
17,17,0,336,11
18,18,0,314,11
19,19,0,184,11
0,0,0,124,12
1,1,0,266,12
2,2,0,72,12
3,3,0,490,12
4,4,0,56,12
5,5,0,296,12
6,6,0,402,12
7,7,0,300,12
8,8,0,266,12
9,9,0,386,12
10,10,0,304,12
11,11,0,38,12
12,12,0,88,12
13,13,0,348,12
14,14,0,730,12
15,15,0,80,12
16,16,0,188,12
17,17,0,424,12
18,18,0,140,12
19,19,0,586,12
0,0,0,186,13
1,1,0,142,13
2,2,0,304,13
3,3,0,818,13
4,4,0,172,13
5,5,0,474,13
6,6,0,386,13
7,7,0,66,13
8,8,0,378,13
9,9,0,136,13
10,10,0,178,13
11,11,0,268,13
12,12,0,586,13
13,13,0,114,13
14,14,0,140,13
15,15,0,402,13
16,16,0,378,13
17,17,0,34,13
18,18,0,80,13
19,19,0,418,13
0,0,0,360,14
1,1,0,128,14
2,2,0,254,14
3,3,0,688,14
4,4,0,216,14
5,5,0,188,14
6,6,0,260,14
7,7,0,110,14
8,8,0,200,14
9,9,0,160,14
10,10,0,318,14
11,11,0,440,14
12,12,0,444,14
13,13,0,84,14
14,14,0,222,14
15,15,0,326,14
16,16,0,342,14
17,17,0,58,14
18,18,0,22,14
19,19,0,720,14
0,0,0,16,15
1,1,0,622,15
2,2,0,118,15
3,3,0,638,15
4,4,0,24,15
5,5,0,98,15
6,6,0,326,15
7,7,0,330,15
8,8,0,108,15
9,9,0,154,15
10,10,0,156,15
11,11,0,590,15
12,12,0,254,15
13,13,0,230,15
14,14,0,278,15
15,15,0,336,15
16,16,0,212,15
17,17,0,86,15
18,18,0,442,15
19,19,0,56,15
0,0,0,732,16
1,1,0,776,16
2,2,0,222,16
3,3,0,276,16
4,4,0,246,16
5,5,0,552,16
6,6,0,26,16
7,7,0,248,16
8,8,0,334,16
9,9,0,150,16
10,10,0,638,16
11,11,0,146,16
12,12,0,594,16
13,13,0,530,16
14,14,0,38,16
15,15,0,420,16
16,16,0,84,16
17,17,0,62,16
18,18,0,48,16
19,19,0,624,16
0,0,0,56,17
1,1,0,344,17
2,2,0,290,17
3,3,0,122,17
4,4,0,56,17
5,5,0,238,17
6,6,0,258,17
7,7,0,102,17
8,8,0,188,17
9,9,0,264,17
10,10,0,404,17
11,11,0,176,17
12,12,0,504,17
13,13,0,144,17
14,14,0,420,17
15,15,0,242,17
16,16,0,542,17
17,17,0,174,17
18,18,0,24,17
19,19,0,204,17
0,0,0,64,18
1,1,0,24,18
2,2,0,534,18
3,3,0,76,18
4,4,0,716,18
5,5,0,370,18
6,6,0,302,18
7,7,0,848,18
8,8,0,338,18
9,9,0,508,18
10,10,0,266,18
11,11,0,492,18
12,12,0,164,18
13,13,0,346,18
14,14,0,312,18
15,15,0,228,18
16,16,0,378,18
17,17,0,90,18
18,18,0,390,18
19,19,0,286,18
0,0,0,282,19
1,1,0,70,19
2,2,0,322,19
3,3,0,110,19
4,4,0,672,19
5,5,0,406,19
6,6,0,208,19
7,7,0,448,19
8,8,0,1122,19
9,9,0,334,19
10,10,0,388,19
11,11,0,308,19
12,12,0,552,19
13,13,0,216,19
14,14,0,126,19
15,15,0,888,19
16,16,0,170,19
17,17,0,112,19
18,18,0,986,19
19,19,0,64,19
